"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20210813.csv"
"C","Report for: 08/13/2021 - 08/13/2021"
"C","Report generated: 09/25/2021 17:43:17 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","08/13/2021","01",17392.29
"D","08/13/2021","02",16979.3
"D","08/13/2021","03",16358.02
"D","08/13/2021","04",15952.11
"D","08/13/2021","05",15905.91
"D","08/13/2021","06",16336.48
"D","08/13/2021","07",17215.96
"D","08/13/2021","08",18243.41
"D","08/13/2021","09",18707.44
"D","08/13/2021","10",19471.83
"D","08/13/2021","11",20320.84
"D","08/13/2021","12",21144.96
"D","08/13/2021","13",21791.95
"D","08/13/2021","14",22618.56
"D","08/13/2021","15",23225.71
"D","08/13/2021","16",23685.81
"D","08/13/2021","17",23931.46
"D","08/13/2021","18",24354.76
"D","08/13/2021","19",24198.85
"D","08/13/2021","20",23562.48
"D","08/13/2021","21",22790.07
"D","08/13/2021","22",21514.0
"D","08/13/2021","23",19959.61
"D","08/13/2021","24",18405.91
"T","24 lines"
