C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20210602_20210602.csv
C,Time period: 2021-06-02 to 2021-06-02
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-06-06 18:59:49 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-06-02,01,2079.5,2007.25
D,2021-06-02,02,2012.5,1915.69
D,2021-06-02,03,1904.8,1862.06
D,2021-06-02,04,1899.2,1847.16
D,2021-06-02,05,1901.0,1866.97
D,2021-06-02,06,2028.0,1954.38
D,2021-06-02,07,2208.4,2172.0
D,2021-06-02,08,2451.0,2367.56
D,2021-06-02,09,2587.1,2491.01
D,2021-06-02,10,2643.7,2585.35
D,2021-06-02,11,2747.6,2659.42
D,2021-06-02,12,2822.3,2729.89
D,2021-06-02,13,2881.4,2810.52
D,2021-06-02,14,2916.9,2892.58
D,2021-06-02,15,2941.7,2923.45
D,2021-06-02,16,2985.1,2975.69
D,2021-06-02,17,2983.9,3032.05
D,2021-06-02,18,3028.6,3059.59
D,2021-06-02,19,2979.3,2964.03
D,2021-06-02,20,2977.5,2907.36
D,2021-06-02,21,2899.1,2876.25
D,2021-06-02,22,2746.7,2745.24
D,2021-06-02,23,2564.8,2537.02
D,2021-06-02,24,2348.0,2340.62
T,24 lines
