C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20200515_20200515.csv
C,Time period: 2020-05-15 to 2020-05-15
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2020-05-27 13:31:12 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2020-05-15,01,1808.0,1866.0
D,2020-05-15,02,1750.1,1789.4
D,2020-05-15,03,1683.2,1746.2
D,2020-05-15,04,1683.0,1727.7
D,2020-05-15,05,1715.0,1749.9
D,2020-05-15,06,1813.6,1816.2
D,2020-05-15,07,2015.8,1944.8
D,2020-05-15,08,2172.1,2077.6
D,2020-05-15,09,2296.0,2196.1
D,2020-05-15,10,2310.1,2223.0
D,2020-05-15,11,2283.8,2239.4
D,2020-05-15,12,2304.2,2294.2
D,2020-05-15,13,2298.0,2360.1
D,2020-05-15,14,2302.8,2430.7
D,2020-05-15,15,2310.5,2410.6
D,2020-05-15,16,2332.0,2432.0
D,2020-05-15,17,2335.0,2483.9
D,2020-05-15,18,2446.6,2543.2
D,2020-05-15,19,2432.7,2534.0
D,2020-05-15,20,2409.9,2509.3
D,2020-05-15,21,2304.9,2511.2
D,2020-05-15,22,2230.3,2381.0
D,2020-05-15,23,2084.9,2256.1
D,2020-05-15,24,1947.0,2131.1
T,24 lines
