C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20200906_20200906.csv
C,Time period: 2020-09-06 to 2020-09-06
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2020-09-11 23:14:08 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2020-09-06,01,2106.8,2110.9
D,2020-09-06,02,2018.6,2016.9
D,2020-09-06,03,1952.8,1958.1
D,2020-09-06,04,1919.5,1930.7
D,2020-09-06,05,1903.7,1926.5
D,2020-09-06,06,1931.7,1944.9
D,2020-09-06,07,1947.1,1973.4
D,2020-09-06,08,2045.0,2039.2
D,2020-09-06,09,2192.9,2144.9
D,2020-09-06,10,2298.8,2208.2
D,2020-09-06,11,2300.7,2313.4
D,2020-09-06,12,2422.2,2401.9
D,2020-09-06,13,2514.1,2488.4
D,2020-09-06,14,2598.2,2537.5
D,2020-09-06,15,2651.6,2577.9
D,2020-09-06,16,2797.0,2647.6
D,2020-09-06,17,2778.1,2689.9
D,2020-09-06,18,2867.2,2725.8
D,2020-09-06,19,2912.0,2705.5
D,2020-09-06,20,2807.5,2695.9
D,2020-09-06,21,2733.1,2643.8
D,2020-09-06,22,2633.9,2543.6
D,2020-09-06,23,2467.6,2428.7
D,2020-09-06,24,2300.9,2311.4
T,24 lines
