C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20210816_20210816.csv
C,Time period: 2021-08-16 to 2021-08-16
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-10-03 02:36:07 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-08-16,01,2362.5,2468.33
D,2021-08-16,02,2223.7,2349.24
D,2021-08-16,03,2162.5,2277.45
D,2021-08-16,04,2123.3,2232.96
D,2021-08-16,05,2154.4,2243.06
D,2021-08-16,06,2270.7,2345.83
D,2021-08-16,07,2436.8,2494.63
D,2021-08-16,08,2662.1,2676.14
D,2021-08-16,09,2800.6,2822.22
D,2021-08-16,10,2900.6,2932.69
D,2021-08-16,11,2996.6,3029.23
D,2021-08-16,12,3114.8,3124.54
D,2021-08-16,13,3210.7,3205.75
D,2021-08-16,14,3301.3,3287.66
D,2021-08-16,15,3339.4,3351.3
D,2021-08-16,16,3360.8,3376.04
D,2021-08-16,17,3374.4,3404.36
D,2021-08-16,18,3428.8,3395.13
D,2021-08-16,19,3323.6,3320.48
D,2021-08-16,20,3215.6,3218.42
D,2021-08-16,21,3100.6,3154.97
D,2021-08-16,22,2926.8,2998.17
D,2021-08-16,23,2739.9,2800.35
D,2021-08-16,24,2509.4,2596.41
T,24 lines
