"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20200623.csv"
"C","Report for: 06/23/2020 - 06/23/2020"
"C","Report generated: 06/26/2020 03:39:49 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","06/23/2020","01",14132.95
"D","06/23/2020","02",13547.74
"D","06/23/2020","03",13130.04
"D","06/23/2020","04",12991.16
"D","06/23/2020","05",13015.38
"D","06/23/2020","06",12750.4
"D","06/23/2020","07",13329.25
"D","06/23/2020","08",14400.1
"D","06/23/2020","09",15244.59
"D","06/23/2020","10",15875.74
"D","06/23/2020","11",16675.95
"D","06/23/2020","12",17679.16
"D","06/23/2020","13",18596.69
"D","06/23/2020","14",19327.02
"D","06/23/2020","15",19811.94
"D","06/23/2020","16",20241.47
"D","06/23/2020","17",20700.97
"D","06/23/2020","18",21093.71
"D","06/23/2020","19",20985.9
"D","06/23/2020","20",20382.38
"D","06/23/2020","21",19518.94
"D","06/23/2020","22",18635.04
"D","06/23/2020","23",17307.79
"D","06/23/2020","24",15738.54
"T","24 lines"
