"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20200910.csv"
"C","Report for: 09/10/2020 - 09/10/2020"
"C","Report generated: 09/15/2020 18:01:48 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","09/10/2020","01",13815.77
"D","09/10/2020","02",13304.39
"D","09/10/2020","03",12934.64
"D","09/10/2020","04",12761.69
"D","09/10/2020","05",12925.23
"D","09/10/2020","06",13656.75
"D","09/10/2020","07",14533.11
"D","09/10/2020","08",15180.44
"D","09/10/2020","09",15781.85
"D","09/10/2020","10",16265.62
"D","09/10/2020","11",16720.19
"D","09/10/2020","12",17138.61
"D","09/10/2020","13",17589.07
"D","09/10/2020","14",18074.94
"D","09/10/2020","15",18516.31
"D","09/10/2020","16",18780.26
"D","09/10/2020","17",18949.53
"D","09/10/2020","18",19111.19
"D","09/10/2020","19",18931.44
"D","09/10/2020","20",18836.91
"D","09/10/2020","21",18155.26
"D","09/10/2020","22",17115.07
"D","09/10/2020","23",15844.86
"D","09/10/2020","24",14689.99
"T","24 lines"
