C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20210926_20210926.csv
C,Time period: 2021-09-26 to 2021-09-26
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-10-17 16:56:08 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-09-26,01,2142.9,2254.72
D,2021-09-26,02,2060.0,2161.29
D,2021-09-26,03,1986.6,2091.62
D,2021-09-26,04,1976.4,2052.14
D,2021-09-26,05,1952.8,2032.61
D,2021-09-26,06,1976.7,2054.85
D,2021-09-26,07,2039.3,2116.54
D,2021-09-26,08,2129.8,2185.12
D,2021-09-26,09,2200.4,2277.61
D,2021-09-26,10,2315.5,2346.6
D,2021-09-26,11,2350.4,2412.27
D,2021-09-26,12,2382.4,2484.1
D,2021-09-26,13,2426.4,2566.35
D,2021-09-26,14,2470.1,2617.18
D,2021-09-26,15,2498.6,2627.8
D,2021-09-26,16,2548.2,2617.4
D,2021-09-26,17,2630.9,2654.41
D,2021-09-26,18,2713.8,2694.25
D,2021-09-26,19,2735.7,2703.59
D,2021-09-26,20,2757.7,2702.7
D,2021-09-26,21,2593.9,2599.27
D,2021-09-26,22,2411.3,2457.85
D,2021-09-26,23,2262.6,2284.79
D,2021-09-26,24,2107.1,2126.29
T,24 lines
