C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20201120_20201120.csv
C,Time period: 2020-11-20 to 2020-11-20
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2020-11-26 15:23:48 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2020-11-20,01,2116.9,2150.3
D,2020-11-20,02,2050.6,2074.0
D,2020-11-20,03,1993.1,2032.6
D,2020-11-20,04,1994.4,2030.4
D,2020-11-20,05,2008.8,2080.0
D,2020-11-20,06,2250.4,2225.3
D,2020-11-20,07,2460.3,2461.3
D,2020-11-20,08,2626.9,2621.1
D,2020-11-20,09,2649.9,2686.6
D,2020-11-20,10,2625.5,2688.9
D,2020-11-20,11,2616.1,2627.2
D,2020-11-20,12,2589.7,2609.6
D,2020-11-20,13,2606.1,2613.0
D,2020-11-20,14,2623.9,2637.7
D,2020-11-20,15,2642.0,2642.9
D,2020-11-20,16,2687.4,2661.4
D,2020-11-20,17,2833.3,2767.8
D,2020-11-20,18,2891.9,2857.7
D,2020-11-20,19,2786.2,2779.5
D,2020-11-20,20,2721.5,2673.5
D,2020-11-20,21,2594.6,2546.0
D,2020-11-20,22,2403.3,2418.2
D,2020-11-20,23,2281.7,2249.9
D,2020-11-20,24,2107.1,2105.4
T,24 lines
