C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20210702_20210702.csv
C,Time period: 2021-07-02 to 2021-07-02
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-07-10 19:03:33 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-07-02,01,2696.9,2627.65
D,2021-07-02,02,2549.5,2509.53
D,2021-07-02,03,2454.3,2439.62
D,2021-07-02,04,2405.4,2405.57
D,2021-07-02,05,2421.3,2422.68
D,2021-07-02,06,2530.4,2511.96
D,2021-07-02,07,2692.7,2682.42
D,2021-07-02,08,2863.0,2797.15
D,2021-07-02,09,2959.5,2871.72
D,2021-07-02,10,3050.4,2908.95
D,2021-07-02,11,3080.9,2890.52
D,2021-07-02,12,3098.8,2867.9
D,2021-07-02,13,3100.6,2819.86
D,2021-07-02,14,3103.2,2791.14
D,2021-07-02,15,3084.1,2743.37
D,2021-07-02,16,3073.2,2701.63
D,2021-07-02,17,3041.6,2678.54
D,2021-07-02,18,3024.2,2668.65
D,2021-07-02,19,2966.4,2590.77
D,2021-07-02,20,2843.1,2521.08
D,2021-07-02,21,2751.1,2470.92
D,2021-07-02,22,2661.0,2388.56
D,2021-07-02,23,2488.6,2265.85
D,2021-07-02,24,2301.3,2131.41
T,24 lines
