C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20200712_20200712.csv
C,Time period: 2020-07-12 to 2020-07-12
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2020-07-16 17:11:45 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2020-07-12,01,2780.5,3158.8
D,2020-07-12,02,2669.3,2990.3
D,2020-07-12,03,2559.0,2860.6
D,2020-07-12,04,2489.8,2763.2
D,2020-07-12,05,2441.8,2704.5
D,2020-07-12,06,2432.2,2657.9
D,2020-07-12,07,2451.4,2709.6
D,2020-07-12,08,2549.7,2842.9
D,2020-07-12,09,2749.2,3026.7
D,2020-07-12,10,2916.7,3219.9
D,2020-07-12,11,3083.2,3393.1
D,2020-07-12,12,3279.0,3517.9
D,2020-07-12,13,3467.4,3630.9
D,2020-07-12,14,3586.1,3734.1
D,2020-07-12,15,3646.8,3810.7
D,2020-07-12,16,3729.8,3907.9
D,2020-07-12,17,3911.0,4005.9
D,2020-07-12,18,3888.7,4103.3
D,2020-07-12,19,3968.9,4110.7
D,2020-07-12,20,3768.0,4018.5
D,2020-07-12,21,3622.4,3920.4
D,2020-07-12,22,3488.1,3816.1
D,2020-07-12,23,3255.8,3573.5
D,2020-07-12,24,3066.8,3303.7
T,24 lines
