C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20201022_20201022.csv
C,Time period: 2020-10-22 to 2020-10-22
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2020-10-28 02:27:51 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2020-10-22,01,2015.6,2044.2
D,2020-10-22,02,1937.5,1965.0
D,2020-10-22,03,1902.3,1921.0
D,2020-10-22,04,1886.2,1900.5
D,2020-10-22,05,1916.4,1928.4
D,2020-10-22,06,2046.7,2051.5
D,2020-10-22,07,2312.6,2278.8
D,2020-10-22,08,2533.5,2473.5
D,2020-10-22,09,2606.3,2575.3
D,2020-10-22,10,2643.1,2610.4
D,2020-10-22,11,2604.9,2625.7
D,2020-10-22,12,2631.3,2636.7
D,2020-10-22,13,2647.4,2648.5
D,2020-10-22,14,2714.0,2664.8
D,2020-10-22,15,2729.8,2646.8
D,2020-10-22,16,2715.3,2631.4
D,2020-10-22,17,2782.0,2656.0
D,2020-10-22,18,2816.4,2702.3
D,2020-10-22,19,2773.8,2720.5
D,2020-10-22,20,2787.6,2654.0
D,2020-10-22,21,2664.3,2549.4
D,2020-10-22,22,2437.4,2393.8
D,2020-10-22,23,2260.6,2220.7
D,2020-10-22,24,2077.8,2096.2
T,24 lines
