C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20200814_20200814.csv
C,Time period: 2020-08-14 to 2020-08-14
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2020-08-20 01:27:14 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2020-08-14,01,2860.6,2833.0
D,2020-08-14,02,2713.6,2682.7
D,2020-08-14,03,2612.2,2586.3
D,2020-08-14,04,2504.2,2528.5
D,2020-08-14,05,2508.1,2543.8
D,2020-08-14,06,2592.4,2612.8
D,2020-08-14,07,2826.8,2761.7
D,2020-08-14,08,3079.7,2958.4
D,2020-08-14,09,3281.9,3124.3
D,2020-08-14,10,3299.4,3273.6
D,2020-08-14,11,3380.9,3405.9
D,2020-08-14,12,3513.1,3532.9
D,2020-08-14,13,3592.3,3604.0
D,2020-08-14,14,3635.6,3651.7
D,2020-08-14,15,3728.5,3738.6
D,2020-08-14,16,3688.5,3789.3
D,2020-08-14,17,3738.9,3781.9
D,2020-08-14,18,3726.0,3755.1
D,2020-08-14,19,3695.1,3573.4
D,2020-08-14,20,3556.0,3404.1
D,2020-08-14,21,3417.9,3310.0
D,2020-08-14,22,3207.9,3156.0
D,2020-08-14,23,2997.2,2952.2
D,2020-08-14,24,2696.2,2743.4
T,24 lines
