C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20200615_20200615.csv
C,Time period: 2020-06-15 to 2020-06-15
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2020-06-18 01:12:10 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2020-06-15,01,1879.2,1937.5
D,2020-06-15,02,1835.1,1846.3
D,2020-06-15,03,1790.7,1811.2
D,2020-06-15,04,1828.8,1799.5
D,2020-06-15,05,1877.8,1826.0
D,2020-06-15,06,1975.4,1911.1
D,2020-06-15,07,2170.5,2064.5
D,2020-06-15,08,2381.4,2209.0
D,2020-06-15,09,2422.3,2322.2
D,2020-06-15,10,2484.7,2392.1
D,2020-06-15,11,2496.2,2435.4
D,2020-06-15,12,2501.6,2479.5
D,2020-06-15,13,2537.9,2527.5
D,2020-06-15,14,2530.3,2563.6
D,2020-06-15,15,2527.8,2576.9
D,2020-06-15,16,2545.1,2562.6
D,2020-06-15,17,2585.1,2599.7
D,2020-06-15,18,2638.5,2633.4
D,2020-06-15,19,2699.2,2616.4
D,2020-06-15,20,2609.9,2555.3
D,2020-06-15,21,2581.5,2506.4
D,2020-06-15,22,2474.6,2420.5
D,2020-06-15,23,2278.4,2259.1
D,2020-06-15,24,2081.2,2092.6
T,24 lines
