C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20200925_20200925.csv
C,Time period: 2020-09-25 to 2020-09-25
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2020-09-30 15:14:42 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2020-09-25,01,2029.9,2077.6
D,2020-09-25,02,1942.7,1977.2
D,2020-09-25,03,1866.9,1914.7
D,2020-09-25,04,1846.6,1886.9
D,2020-09-25,05,1881.6,1908.5
D,2020-09-25,06,2011.5,2024.4
D,2020-09-25,07,2249.1,2216.8
D,2020-09-25,08,2396.6,2384.5
D,2020-09-25,09,2488.8,2503.6
D,2020-09-25,10,2522.3,2583.9
D,2020-09-25,11,2576.1,2648.2
D,2020-09-25,12,2693.2,2711.1
D,2020-09-25,13,2744.2,2759.5
D,2020-09-25,14,2832.8,2795.4
D,2020-09-25,15,2868.1,2825.9
D,2020-09-25,16,2932.0,2847.2
D,2020-09-25,17,2985.3,2862.5
D,2020-09-25,18,2977.3,2825.9
D,2020-09-25,19,2906.4,2757.4
D,2020-09-25,20,2875.0,2722.4
D,2020-09-25,21,2719.6,2606.5
D,2020-09-25,22,2593.3,2479.2
D,2020-09-25,23,2412.7,2329.4
D,2020-09-25,24,2216.8,2178.6
T,24 lines
