C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20210528_20210528.csv
C,Time period: 2021-05-28 to 2021-05-28
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-06-03 18:29:06 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-05-28,01,2054.6,2136.89
D,2021-05-28,02,1966.9,2012.75
D,2021-05-28,03,1884.0,1934.82
D,2021-05-28,04,1848.5,1897.34
D,2021-05-28,05,1870.7,1912.66
D,2021-05-28,06,1946.9,1988.82
D,2021-05-28,07,2160.4,2151.44
D,2021-05-28,08,2318.3,2303.97
D,2021-05-28,09,2391.7,2420.51
D,2021-05-28,10,2380.6,2428.23
D,2021-05-28,11,2436.3,2430.8
D,2021-05-28,12,2448.2,2443.67
D,2021-05-28,13,2428.4,2474.15
D,2021-05-28,14,2450.5,2470.18
D,2021-05-28,15,2438.6,2448.5
D,2021-05-28,16,2441.4,2483.56
D,2021-05-28,17,2484.7,2470.66
D,2021-05-28,18,2497.7,2477.66
D,2021-05-28,19,2469.8,2439.5
D,2021-05-28,20,2441.6,2415.1
D,2021-05-28,21,2434.4,2377.15
D,2021-05-28,22,2345.5,2270.38
D,2021-05-28,23,2178.6,2138.8
D,2021-05-28,24,2032.8,2005.2
T,24 lines
