C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20211107_20211107.csv
C,Time period: 2021-11-07 to 2021-11-07
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-11-10 22:06:43 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-11-07,01,2169.9,2096.12
D,2021-11-07,02,1993.7,2030.5
D,2021-11-07,02,2011.9,1993.95
D,2021-11-07,03,2047.2,1976.49
D,2021-11-07,04,2046.0,1980.3
D,2021-11-07,05,2054.3,2012.43
D,2021-11-07,06,2103.1,2073.8
D,2021-11-07,07,2197.5,2178.26
D,2021-11-07,08,2305.9,2265.46
D,2021-11-07,09,2349.0,2285.9
D,2021-11-07,10,2282.4,2278.58
D,2021-11-07,11,2247.1,2264.42
D,2021-11-07,12,2248.8,2256.88
D,2021-11-07,13,2284.4,2269.14
D,2021-11-07,14,2288.6,2292.43
D,2021-11-07,15,2307.7,2353.6
D,2021-11-07,16,2360.5,2424.88
D,2021-11-07,17,2564.8,2573.75
D,2021-11-07,18,2762.9,2709.52
D,2021-11-07,19,2676.1,2689.97
D,2021-11-07,20,2611.8,2624.7
D,2021-11-07,21,2561.2,2521.88
D,2021-11-07,22,2429.5,2384.75
D,2021-11-07,23,2268.6,2215.72
D,2021-11-07,24,2192.2,2089.48
T,25 lines
