C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20200514_20200514.csv
C,Time period: 2020-05-14 to 2020-05-14
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2020-06-09 09:21:33 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2020-05-14,01,1922.0,1886.8
D,2020-05-14,02,1860.1,1824.4
D,2020-05-14,03,1839.1,1796.4
D,2020-05-14,04,1836.6,1790.1
D,2020-05-14,05,1799.0,1828.7
D,2020-05-14,06,1915.5,1915.2
D,2020-05-14,07,2091.9,2046.4
D,2020-05-14,08,2156.9,2145.9
D,2020-05-14,09,2150.2,2199.7
D,2020-05-14,10,2142.1,2203.5
D,2020-05-14,11,2137.8,2203.5
D,2020-05-14,12,2140.3,2206.7
D,2020-05-14,13,2174.0,2212.4
D,2020-05-14,14,2159.1,2190.8
D,2020-05-14,15,2174.6,2179.3
D,2020-05-14,16,2189.7,2187.2
D,2020-05-14,17,2339.4,2249.6
D,2020-05-14,18,2392.3,2333.6
D,2020-05-14,19,2390.7,2357.3
D,2020-05-14,20,2340.9,2367.8
D,2020-05-14,21,2375.1,2363.5
D,2020-05-14,22,2290.3,2261.3
D,2020-05-14,23,2112.7,2123.8
D,2020-05-14,24,1952.9,1976.2
T,24 lines
