C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20210108_20210108.csv
C,Time period: 2021-01-08 to 2021-01-08
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-01-17 07:27:17 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-01-08,01,2430.4,2375.6
D,2021-01-08,02,2376.7,2312.61
D,2021-01-08,03,2339.8,2287.14
D,2021-01-08,04,2347.0,2302.05
D,2021-01-08,05,2397.9,2366.29
D,2021-01-08,06,2567.4,2518.87
D,2021-01-08,07,2852.4,2760.44
D,2021-01-08,08,3079.4,2952.83
D,2021-01-08,09,3101.7,3019.1
D,2021-01-08,10,3005.8,2981.1
D,2021-01-08,11,2939.3,2918.01
D,2021-01-08,12,2898.5,2874.15
D,2021-01-08,13,2855.6,2842.2
D,2021-01-08,14,2863.8,2820.31
D,2021-01-08,15,2905.5,2836.01
D,2021-01-08,16,2989.3,2874.7
D,2021-01-08,17,3149.0,3020.47
D,2021-01-08,18,3300.5,3158.18
D,2021-01-08,19,3232.4,3109.55
D,2021-01-08,20,3104.2,3020.06
D,2021-01-08,21,3009.4,2916.79
D,2021-01-08,22,2865.3,2795.78
D,2021-01-08,23,2725.8,2654.19
D,2021-01-08,24,2584.3,2516.12
T,24 lines
