C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20200918_20200918.csv
C,Time period: 2020-09-18 to 2020-09-18
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2020-09-25 05:36:55 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2020-09-18,01,2040.8,2054.2
D,2020-09-18,02,1937.4,1960.0
D,2020-09-18,03,1878.1,1906.3
D,2020-09-18,04,1851.6,1884.9
D,2020-09-18,05,1889.2,1904.8
D,2020-09-18,06,1997.7,2016.0
D,2020-09-18,07,2205.6,2210.4
D,2020-09-18,08,2389.2,2388.3
D,2020-09-18,09,2488.5,2468.5
D,2020-09-18,10,2549.2,2521.4
D,2020-09-18,11,2540.0,2551.0
D,2020-09-18,12,2590.3,2570.6
D,2020-09-18,13,2587.5,2564.9
D,2020-09-18,14,2566.3,2532.8
D,2020-09-18,15,2574.1,2517.4
D,2020-09-18,16,2564.8,2529.3
D,2020-09-18,17,2569.9,2579.0
D,2020-09-18,18,2624.8,2588.2
D,2020-09-18,19,2646.3,2551.6
D,2020-09-18,20,2598.3,2539.3
D,2020-09-18,21,2475.5,2434.8
D,2020-09-18,22,2381.2,2309.4
D,2020-09-18,23,2232.7,2153.0
D,2020-09-18,24,2065.9,2004.1
T,24 lines
