C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20201002_20201002.csv
C,Time period: 2020-10-02 to 2020-10-02
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2020-10-10 00:08:32 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2020-10-02,01,1994.6,2086.5
D,2020-10-02,02,1900.7,1987.3
D,2020-10-02,03,1843.7,1945.9
D,2020-10-02,04,1834.0,1908.0
D,2020-10-02,05,1850.8,1931.6
D,2020-10-02,06,1988.4,2025.2
D,2020-10-02,07,2241.4,2208.9
D,2020-10-02,08,2417.4,2381.7
D,2020-10-02,09,2482.3,2485.2
D,2020-10-02,10,2523.6,2537.4
D,2020-10-02,11,2542.2,2586.9
D,2020-10-02,12,2556.9,2644.0
D,2020-10-02,13,2575.4,2658.4
D,2020-10-02,14,2576.3,2663.2
D,2020-10-02,15,2568.3,2672.2
D,2020-10-02,16,2571.9,2660.4
D,2020-10-02,17,2615.6,2650.5
D,2020-10-02,18,2657.9,2651.6
D,2020-10-02,19,2671.0,2618.0
D,2020-10-02,20,2635.0,2574.4
D,2020-10-02,21,2492.0,2455.8
D,2020-10-02,22,2390.0,2330.6
D,2020-10-02,23,2248.3,2185.2
D,2020-10-02,24,2078.2,2096.2
T,24 lines
