C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20210129_20210129.csv
C,Time period: 2021-01-29 to 2021-01-29
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-02-04 13:27:17 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-01-29,01,2581.1,2665.9
D,2021-01-29,02,2524.2,2614.07
D,2021-01-29,03,2507.6,2609.04
D,2021-01-29,04,2496.5,2638.7
D,2021-01-29,05,2561.8,2723.07
D,2021-01-29,06,2759.9,2889.29
D,2021-01-29,07,3038.8,3171.96
D,2021-01-29,08,3259.5,3395.59
D,2021-01-29,09,3317.2,3537.7
D,2021-01-29,10,3274.5,3607.89
D,2021-01-29,11,3290.1,3598.62
D,2021-01-29,12,3266.0,3588.84
D,2021-01-29,13,3255.3,3568.68
D,2021-01-29,14,3259.2,3573.31
D,2021-01-29,15,3290.1,3537.56
D,2021-01-29,16,3337.4,3519.17
D,2021-01-29,17,3454.7,3545.01
D,2021-01-29,18,3582.5,3653.43
D,2021-01-29,19,3525.6,3612.15
D,2021-01-29,20,3427.1,3536.78
D,2021-01-29,21,3320.2,3414.42
D,2021-01-29,22,3193.5,3288.86
D,2021-01-29,23,3019.9,3128.67
D,2021-01-29,24,2852.0,2979.37
T,24 lines
