C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20171227_20180209.csv
C,Time period: 2017-12-27 to 2018-02-09
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2020-05-02 13:10:48 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2017-12-27,01,2513.3,2692.6
D,2017-12-27,02,2443.3,2626.3
D,2017-12-27,03,2419.7,2599.5
D,2017-12-27,04,2425.1,2612.3
D,2017-12-27,05,2493.3,2687.5
D,2017-12-27,06,2666.6,2849.4
D,2017-12-27,07,3022.1,3083.5
D,2017-12-27,08,3317.4,3267.5
D,2017-12-27,09,3408.6,3371.4
D,2017-12-27,10,3433.7,3414.3
D,2017-12-27,11,3478.4,3419.7
D,2017-12-27,12,3488.9,3400.0
D,2017-12-27,13,3452.2,3371.8
D,2017-12-27,14,3444.6,3365.0
D,2017-12-27,15,3439.9,3372.0
D,2017-12-27,16,3352.0,3421.9
D,2017-12-27,17,3560.1,3594.5
D,2017-12-27,18,3737.1,3741.6
D,2017-12-27,19,3647.3,3698.7
D,2017-12-27,20,3581.9,3633.2
D,2017-12-27,21,3494.6,3547.7
D,2017-12-27,22,3339.7,3402.1
D,2017-12-27,23,3072.3,3198.0
D,2017-12-27,24,2831.2,2991.2
D,2017-12-28,01,2832.9,2873.3
D,2017-12-28,02,2762.1,2797.1
D,2017-12-28,03,2757.6,2767.1
D,2017-12-28,04,2768.9,2779.2
D,2017-12-28,05,2842.1,2849.4
D,2017-12-28,06,3036.7,3002.3
D,2017-12-28,07,3349.8,3234.9
D,2017-12-28,08,3547.2,3446.5
D,2017-12-28,09,3615.3,3571.4
D,2017-12-28,10,3646.8,3631.2
D,2017-12-28,11,3684.1,3645.8
D,2017-12-28,12,3682.6,3643.8
D,2017-12-28,13,3634.0,3633.0
D,2017-12-28,14,3604.7,3612.3
D,2017-12-28,15,3625.4,3613.8
D,2017-12-28,16,3673.6,3661.5
D,2017-12-28,17,3875.8,3842.4
D,2017-12-28,18,4013.2,3980.1
