"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20201223.csv"
"C","Report for: 12/23/2020 - 12/23/2020"
"C","Report generated: 01/15/2021 12:19:42 EST"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","12/23/2020","01",12498.09
"D","12/23/2020","02",12292.49
"D","12/23/2020","03",12214.88
"D","12/23/2020","04",12230.94
"D","12/23/2020","05",12323.74
"D","12/23/2020","06",12945.66
"D","12/23/2020","07",13954.35
"D","12/23/2020","08",14945.7
"D","12/23/2020","09",15200.22
"D","12/23/2020","10",14748.23
"D","12/23/2020","11",14304.1
"D","12/23/2020","12",14158.9
"D","12/23/2020","13",14136.43
"D","12/23/2020","14",14202.77
"D","12/23/2020","15",14531.25
"D","12/23/2020","16",15045.4
"D","12/23/2020","17",16186.98
"D","12/23/2020","18",17085.36
"D","12/23/2020","19",16934.57
"D","12/23/2020","20",16497.28
"D","12/23/2020","21",15920.15
"D","12/23/2020","22",15103.48
"D","12/23/2020","23",13980.1
"D","12/23/2020","24",12868.04
"T","24 lines"
