"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20210317.csv"
"C","Report for: 03/17/2021 - 03/17/2021"
"C","Report generated: 03/31/2021 08:33:48 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","03/17/2021","01",11858.88
"D","03/17/2021","02",11586.37
"D","03/17/2021","03",11837.07
"D","03/17/2021","04",11908.26
"D","03/17/2021","05",11936.05
"D","03/17/2021","06",12530.58
"D","03/17/2021","07",13824.17
"D","03/17/2021","08",14849.19
"D","03/17/2021","09",14926.09
"D","03/17/2021","10",14352.56
"D","03/17/2021","11",13559.49
"D","03/17/2021","12",12907.07
"D","03/17/2021","13",12556.3
"D","03/17/2021","14",12475.18
"D","03/17/2021","15",12317.34
"D","03/17/2021","16",12412.6
"D","03/17/2021","17",13051.85
"D","03/17/2021","18",13933.53
"D","03/17/2021","19",14155.91
"D","03/17/2021","20",14613.47
"D","03/17/2021","21",14240.0
"D","03/17/2021","22",13490.5
"D","03/17/2021","23",12726.74
"D","03/17/2021","24",11924.74
"T","24 lines"
