"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20210120.csv"
"C","Report for: 01/20/2021 - 01/20/2021"
"C","Report generated: 01/24/2021 13:44:44 EST"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","01/20/2021","01",11824.57
"D","01/20/2021","02",11499.9
"D","01/20/2021","03",11344.54
"D","01/20/2021","04",11356.76
"D","01/20/2021","05",11673.87
"D","01/20/2021","06",12482.0
"D","01/20/2021","07",13817.18
"D","01/20/2021","08",14970.0
"D","01/20/2021","09",15409.64
"D","01/20/2021","10",15429.03
"D","01/20/2021","11",14950.49
"D","01/20/2021","12",14511.81
"D","01/20/2021","13",14193.8
"D","01/20/2021","14",14360.83
"D","01/20/2021","15",14696.63
"D","01/20/2021","16",15108.92
"D","01/20/2021","17",15959.87
"D","01/20/2021","18",17007.38
"D","01/20/2021","19",16989.89
"D","01/20/2021","20",16478.87
"D","01/20/2021","21",15818.25
"D","01/20/2021","22",14939.28
"D","01/20/2021","23",13931.23
"D","01/20/2021","24",13300.1
"T","24 lines"
