"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20210727.csv"
"C","Report for: 07/27/2021 - 07/27/2021"
"C","Report generated: 09/21/2021 12:35:19 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","07/27/2021","01",14170.59
"D","07/27/2021","02",13511.12
"D","07/27/2021","03",13490.4
"D","07/27/2021","04",13138.32
"D","07/27/2021","05",13126.48
"D","07/27/2021","06",13534.42
"D","07/27/2021","07",13851.8
"D","07/27/2021","08",14459.59
"D","07/27/2021","09",15022.87
"D","07/27/2021","10",15510.49
"D","07/27/2021","11",16103.12
"D","07/27/2021","12",16870.14
"D","07/27/2021","13",17696.34
"D","07/27/2021","14",18649.19
"D","07/27/2021","15",19448.11
"D","07/27/2021","16",20193.88
"D","07/27/2021","17",20852.16
"D","07/27/2021","18",21317.52
"D","07/27/2021","19",20838.58
"D","07/27/2021","20",19606.8
"D","07/27/2021","21",18409.24
"D","07/27/2021","22",17243.46
"D","07/27/2021","23",15826.56
"D","07/27/2021","24",14658.7
"T","24 lines"
