C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20201207_20201207.csv
C,Time period: 2020-12-07 to 2020-12-07
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2020-12-10 03:30:56 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2020-12-07,01,2262.4,2300.5
D,2020-12-07,02,2239.0,2236.0
D,2020-12-07,03,2186.8,2216.3
D,2020-12-07,04,2208.1,2232.5
D,2020-12-07,05,2241.4,2310.7
D,2020-12-07,06,2437.5,2478.4
D,2020-12-07,07,2776.5,2732.6
D,2020-12-07,08,2962.6,2931.1
D,2020-12-07,09,2954.4,3004.1
D,2020-12-07,10,2895.5,2989.7
D,2020-12-07,11,2875.8,2980.0
D,2020-12-07,12,2829.4,2974.8
D,2020-12-07,13,2824.5,3021.0
D,2020-12-07,14,2841.3,3045.9
D,2020-12-07,15,2875.9,3067.1
D,2020-12-07,16,2947.9,3101.3
D,2020-12-07,17,3209.7,3264.5
D,2020-12-07,18,3270.7,3365.2
D,2020-12-07,19,3207.9,3282.3
D,2020-12-07,20,3145.8,3173.8
D,2020-12-07,21,3035.8,3044.1
D,2020-12-07,22,2834.6,2870.0
D,2020-12-07,23,2632.7,2655.2
D,2020-12-07,24,2438.6,2465.2
T,24 lines
