C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20210222_20210222.csv
C,Time period: 2021-02-22 to 2021-02-22
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-03-01 22:18:01 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-02-22,01,2438.3,2507.69
D,2021-02-22,02,2383.8,2457.5
D,2021-02-22,03,2363.1,2456.05
D,2021-02-22,04,2384.3,2477.97
D,2021-02-22,05,2437.2,2537.63
D,2021-02-22,06,2585.4,2684.89
D,2021-02-22,07,2855.9,2913.45
D,2021-02-22,08,3065.8,3111.54
D,2021-02-22,09,3071.6,3241.04
D,2021-02-22,10,3015.9,3261.63
D,2021-02-22,11,2981.5,3191.36
D,2021-02-22,12,3002.3,3146.46
D,2021-02-22,13,2999.8,3151.21
D,2021-02-22,14,2963.0,3172.44
D,2021-02-22,15,2944.9,3136.55
D,2021-02-22,16,2975.5,3145.26
D,2021-02-22,17,3017.0,3198.55
D,2021-02-22,18,3188.7,3305.56
D,2021-02-22,19,3128.2,3243.81
D,2021-02-22,20,3010.3,3111.17
D,2021-02-22,21,2889.6,2956.09
D,2021-02-22,22,2718.9,2791.16
D,2021-02-22,23,2520.2,2618.99
D,2021-02-22,24,2339.6,2449.58
T,24 lines
