C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20210213_20210213.csv
C,Time period: 2021-02-13 to 2021-02-13
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-02-20 15:52:42 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-02-13,01,2581.8,2599.32
D,2021-02-13,02,2514.6,2523.05
D,2021-02-13,03,2481.9,2491.21
D,2021-02-13,04,2484.8,2494.27
D,2021-02-13,05,2526.2,2529.91
D,2021-02-13,06,2614.3,2604.71
D,2021-02-13,07,2717.9,2720.68
D,2021-02-13,08,2847.1,2835.06
D,2021-02-13,09,2949.3,2922.27
D,2021-02-13,10,2971.1,3003.74
D,2021-02-13,11,2964.9,3028.38
D,2021-02-13,12,2947.8,3033.2
D,2021-02-13,13,2930.1,3010.72
D,2021-02-13,14,2869.0,2951.35
D,2021-02-13,15,2858.4,2913.53
D,2021-02-13,16,2898.0,2951.37
D,2021-02-13,17,2983.8,3023.69
D,2021-02-13,18,3121.7,3159.16
D,2021-02-13,19,3143.6,3169.47
D,2021-02-13,20,3078.8,3093.46
D,2021-02-13,21,3002.0,3002.02
D,2021-02-13,22,2865.7,2887.74
D,2021-02-13,23,2727.8,2740.63
D,2021-02-13,24,2589.3,2601.38
T,24 lines
