C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20190620_20190803.csv
C,Time period: 2019-06-20 to 2019-08-03
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2020-05-02 13:15:30 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2019-06-20,01,2145.4,2292.7
D,2019-06-20,02,2137.1,2175.7
D,2019-06-20,03,2067.2,2113.7
D,2019-06-20,04,2041.8,2088.9
D,2019-06-20,05,2067.3,2119.9
D,2019-06-20,06,2170.9,2257.4
D,2019-06-20,07,2474.9,2525.5
D,2019-06-20,08,2731.9,2759.1
D,2019-06-20,09,2889.8,2892.2
D,2019-06-20,10,2991.1,2961.6
D,2019-06-20,11,2959.0,3028.4
D,2019-06-20,12,2934.3,3063.8
D,2019-06-20,13,2939.4,3072.1
D,2019-06-20,14,2945.8,3081.6
D,2019-06-20,15,2917.1,3091.7
D,2019-06-20,16,2914.6,3100.8
D,2019-06-20,17,2936.2,3136.2
D,2019-06-20,18,2932.9,3136.1
D,2019-06-20,19,2855.7,3075.0
D,2019-06-20,20,2798.2,3047.8
D,2019-06-20,21,2749.7,3021.5
D,2019-06-20,22,2713.5,2918.9
D,2019-06-20,23,2501.7,2725.0
D,2019-06-20,24,2277.3,2508.8
D,2019-06-21,01,2201.7,2343.0
D,2019-06-21,02,2198.7,2232.0
D,2019-06-21,03,2126.3,2132.9
D,2019-06-21,04,2120.0,2051.2
D,2019-06-21,05,2139.0,2059.9
D,2019-06-21,06,2233.5,2185.3
D,2019-06-21,07,2550.5,2424.7
D,2019-06-21,08,2874.3,2642.3
D,2019-06-21,09,2982.3,2776.7
D,2019-06-21,10,2995.4,2875.6
D,2019-06-21,11,3068.7,2935.0
D,2019-06-21,12,3044.1,2967.8
D,2019-06-21,13,2955.3,3003.3
D,2019-06-21,14,2998.7,3056.6
D,2019-06-21,15,3003.5,3044.9
D,2019-06-21,16,3004.2,3025.7
D,2019-06-21,17,3053.6,2986.9
D,2019-06-21,18,3022.5,2942.5
D,2019-06-21,19,2952.0,2828.2
D,2019-06-21,20,2854.5,2759.2
D,2019-06-21,21,2880.1,2734.7
D,2019-06-21,22,2733.8,2651.5
D,2019-06-21,23,2479.5,2461.4
D,2019-06-21,24,2261.0,2262.3
D,2019-06-22,01,2115.9,2113.0
D,2019-06-22,02,2061.0,1998.8
D,2019-06-22,03,2014.4,1933.3
D,2019-06-22,04,1917.7,1897.2
D,2019-06-22,05,1889.0,1895.2
D,2019-06-22,06,1931.0,1909.4
D,2019-06-22,07,1988.1,1998.3
D,2019-06-22,08,2211.0,2134.5
D,2019-06-22,09,2351.3,2291.0
D,2019-06-22,10,2422.9,2413.4
D,2019-06-22,11,2489.3,2508.7
D,2019-06-22,12,2543.1,2573.9
D,2019-06-22,13,2559.9,2622.8
D,2019-06-22,14,2625.4,2626.3
D,2019-06-22,15,2655.5,2650.6
D,2019-06-22,16,2658.3,2644.9
D,2019-06-22,17,2691.3,2646.6
D,2019-06-22,18,2720.3,2716.9
D,2019-06-22,19,2703.4,2717.8
D,2019-06-22,20,2643.2,2627.6
D,2019-06-22,21,2650.4,2578.6
D,2019-06-22,22,2537.2,2515.4
D,2019-06-22,23,2351.6,2380.0
D,2019-06-22,24,2189.3,2218.9
D,2019-06-23,01,2060.7,2080.3
D,2019-06-23,02,2028.1,1979.5
D,2019-06-23,03,1964.1,1918.9
D,2019-06-23,04,1918.7,1883.0
D,2019-06-23,05,1893.1,1868.6
D,2019-06-23,06,1859.2,1869.4
D,2019-06-23,07,1937.5,1934.0
D,2019-06-23,08,2045.6,2047.9
D,2019-06-23,09,2202.4,2186.9
D,2019-06-23,10,2340.2,2312.0
D,2019-06-23,11,2453.6,2423.8
D,2019-06-23,12,2498.8,2517.0
D,2019-06-23,13,2589.5,2577.6
D,2019-06-23,14,2652.2,2638.2
D,2019-06-23,15,2742.6,2711.6
D,2019-06-23,16,2796.1,2812.2
D,2019-06-23,17,2940.8,2930.2
D,2019-06-23,18,3035.7,3022.9
D,2019-06-23,19,3028.0,3063.9
D,2019-06-23,20,2936.5,3050.2
D,2019-06-23,21,2880.3,3014.2
D,2019-06-23,22,2790.7,2959.9
D,2019-06-23,23,2547.2,2769.2
D,2019-06-23,24,2333.6,2537.1
D,2019-06-24,01,2252.2,2339.8
D,2019-06-24,02,2223.2,2207.4
D,2019-06-24,03,2154.7,2128.8
D,2019-06-24,04,2130.8,2101.9
D,2019-06-24,05,2108.3,2127.7
D,2019-06-24,06,2230.9,2242.4
D,2019-06-24,07,2455.3,2516.6
D,2019-06-24,08,2849.4,2786.1
D,2019-06-24,09,2988.5,2960.5
D,2019-06-24,10,3035.2,3087.0
D,2019-06-24,11,3120.6,3175.8
D,2019-06-24,12,3133.0,3252.5
D,2019-06-24,13,3187.3,3301.4
D,2019-06-24,14,3209.3,3346.8
D,2019-06-24,15,3244.4,3384.7
D,2019-06-24,16,3240.8,3429.4
D,2019-06-24,17,3278.9,3469.6
D,2019-06-24,18,3264.5,3431.1
D,2019-06-24,19,3178.4,3301.3
D,2019-06-24,20,3115.1,3166.5
D,2019-06-24,21,3048.8,3096.8
D,2019-06-24,22,2905.5,2970.9
D,2019-06-24,23,2659.7,2728.6
D,2019-06-24,24,2423.4,2479.1
D,2019-06-25,01,2212.4,2291.4
D,2019-06-25,02,2192.4,2170.7
D,2019-06-25,03,2132.8,2099.2
D,2019-06-25,04,2086.8,2069.9
D,2019-06-25,05,2102.3,2099.4
D,2019-06-25,06,2219.6,2213.4
D,2019-06-25,07,2513.7,2491.7
D,2019-06-25,08,2915.5,2779.3
D,2019-06-25,09,3027.3,2930.8
D,2019-06-25,10,3144.7,3066.9
D,2019-06-25,11,3211.4,3182.2
D,2019-06-25,12,3241.8,3240.1
D,2019-06-25,13,3226.6,3268.1
D,2019-06-25,14,3276.9,3277.6
D,2019-06-25,15,3221.0,3291.2
D,2019-06-25,16,3200.9,3294.3
D,2019-06-25,17,3184.3,3290.5
D,2019-06-25,18,3189.1,3257.3
D,2019-06-25,19,3131.0,3178.7
D,2019-06-25,20,3065.4,3127.4
D,2019-06-25,21,3106.4,3078.1
D,2019-06-25,22,2927.7,2961.4
D,2019-06-25,23,2720.0,2756.5
D,2019-06-25,24,2498.8,2535.4
D,2019-06-26,01,2355.2,2380.1
D,2019-06-26,02,2308.3,2272.8
D,2019-06-26,03,2150.0,2210.2
D,2019-06-26,04,2154.9,2186.3
D,2019-06-26,05,2174.9,2229.7
D,2019-06-26,06,2282.2,2372.1
D,2019-06-26,07,2569.4,2663.2
D,2019-06-26,08,2839.8,2927.0
D,2019-06-26,09,2995.2,3060.1
D,2019-06-26,10,3004.0,3162.4
D,2019-06-26,11,3121.3,3232.7
D,2019-06-26,12,3185.8,3282.6
D,2019-06-26,13,3251.2,3288.3
D,2019-06-26,14,3328.5,3338.9
D,2019-06-26,15,3400.4,3388.3
D,2019-06-26,16,3440.5,3452.6
D,2019-06-26,17,3565.0,3505.3
D,2019-06-26,18,3603.1,3458.1
D,2019-06-26,19,3468.9,3307.2
D,2019-06-26,20,3424.9,3196.4
D,2019-06-26,21,3314.3,3113.6
D,2019-06-26,22,3170.2,2982.9
D,2019-06-26,23,2806.3,2761.2
