C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20200516_20200516.csv
C,Time period: 2020-05-16 to 2020-05-16
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2020-05-27 15:13:59 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2020-05-16,01,1889.5,2017.2
D,2020-05-16,02,1788.9,1936.5
D,2020-05-16,03,1723.3,1885.0
D,2020-05-16,04,1704.6,1854.1
D,2020-05-16,05,1710.0,1836.5
D,2020-05-16,06,1736.2,1827.6
D,2020-05-16,07,1764.8,1842.4
D,2020-05-16,08,1806.4,1899.2
D,2020-05-16,09,1875.3,1975.9
D,2020-05-16,10,1913.4,2054.9
D,2020-05-16,11,1936.9,2097.2
D,2020-05-16,12,1936.1,2111.6
D,2020-05-16,13,1952.8,2129.4
D,2020-05-16,14,1943.0,2106.7
D,2020-05-16,15,1969.9,2102.7
D,2020-05-16,16,1974.5,2114.5
D,2020-05-16,17,2010.9,2125.8
D,2020-05-16,18,2173.3,2176.8
D,2020-05-16,19,2243.9,2223.7
D,2020-05-16,20,2208.4,2239.3
D,2020-05-16,21,2256.8,2252.8
D,2020-05-16,22,2193.9,2176.8
D,2020-05-16,23,2054.1,2065.1
D,2020-05-16,24,1933.4,1944.2
T,24 lines
