C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20210511_20210511.csv
C,Time period: 2021-05-11 to 2021-05-11
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-05-21 08:03:38 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-05-11,01,1851.4,1898.78
D,2021-05-11,02,1785.8,1828.13
D,2021-05-11,03,1730.5,1794.53
D,2021-05-11,04,1730.2,1786.64
D,2021-05-11,05,1757.0,1820.44
D,2021-05-11,06,1883.8,1944.88
D,2021-05-11,07,2086.6,2144.34
D,2021-05-11,08,2291.0,2294.68
D,2021-05-11,09,2323.1,2331.12
D,2021-05-11,10,2295.4,2335.12
D,2021-05-11,11,2288.4,2317.47
D,2021-05-11,12,2328.1,2325.69
D,2021-05-11,13,2260.5,2330.23
D,2021-05-11,14,2273.2,2312.25
D,2021-05-11,15,2281.1,2321.08
D,2021-05-11,16,2278.7,2346.67
D,2021-05-11,17,2326.0,2384.77
D,2021-05-11,18,2408.5,2436.5
D,2021-05-11,19,2431.6,2445.03
D,2021-05-11,20,2440.5,2464.35
D,2021-05-11,21,2460.4,2464.36
D,2021-05-11,22,2372.4,2348.7
D,2021-05-11,23,2186.2,2170.74
D,2021-05-11,24,1996.0,1999.81
T,24 lines
