C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20200829_20200829.csv
C,Time period: 2020-08-29 to 2020-08-29
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2020-09-06 07:36:31 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2020-08-29,01,2343.5,2308.0
D,2020-08-29,02,2249.6,2202.7
D,2020-08-29,03,2163.3,2140.9
D,2020-08-29,04,2131.2,2105.1
D,2020-08-29,05,2132.4,2104.9
D,2020-08-29,06,2168.2,2146.9
D,2020-08-29,07,2273.0,2238.2
D,2020-08-29,08,2398.8,2370.9
D,2020-08-29,09,2535.1,2558.9
D,2020-08-29,10,2668.1,2728.3
D,2020-08-29,11,2767.0,2867.0
D,2020-08-29,12,2889.4,2973.7
D,2020-08-29,13,2947.8,3009.0
D,2020-08-29,14,2993.6,2994.7
D,2020-08-29,15,3024.3,3006.4
D,2020-08-29,16,3133.5,3016.4
D,2020-08-29,17,3074.1,3050.9
D,2020-08-29,18,3160.1,3115.4
D,2020-08-29,19,3107.0,3140.7
D,2020-08-29,20,3125.6,3150.7
D,2020-08-29,21,3026.4,3115.7
D,2020-08-29,22,2954.7,3005.0
D,2020-08-29,23,2817.8,2868.0
D,2020-08-29,24,2655.2,2703.1
T,24 lines
