C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20201101_20201101.csv
C,Time period: 2020-11-01 to 2020-11-01
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2020-11-04 21:21:46 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2020-11-01,01,2163.6,2167.7
D,2020-11-01,02,2082.2,2083.8
D,2020-11-01,02,2071.0,2046.2
D,2020-11-01,03,2069.2,2008.9
D,2020-11-01,04,1979.9,2069.4
D,2020-11-01,05,1996.8,2048.6
D,2020-11-01,06,2043.4,1992.4
D,2020-11-01,07,2142.2,2203.9
D,2020-11-01,08,2258.5,2302.5
D,2020-11-01,09,2388.7,2347.4
D,2020-11-01,10,2433.4,2419.9
D,2020-11-01,11,2463.5,2492.3
D,2020-11-01,12,2486.5,2514.5
D,2020-11-01,13,2497.2,2462.8
D,2020-11-01,14,2520.3,2548.9
D,2020-11-01,15,2517.6,2644.6
D,2020-11-01,16,2527.2,2576.1
D,2020-11-01,17,2698.8,2738.9
D,2020-11-01,18,2790.6,2782.2
D,2020-11-01,19,2712.3,2733.1
D,2020-11-01,20,2638.0,2690.1
D,2020-11-01,21,2543.1,2649.3
D,2020-11-01,22,2432.6,2358.1
D,2020-11-01,23,2274.4,2206.1
D,2020-11-01,24,2119.9,1826.8
T,25 lines
