"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20200609.csv"
"C","Report for: 06/09/2020 - 06/09/2020"
"C","Report generated: 06/15/2020 07:23:53 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","06/09/2020","01",10775.42
"D","06/09/2020","02",10656.22
"D","06/09/2020","03",10402.27
"D","06/09/2020","04",10265.09
"D","06/09/2020","05",10398.3
"D","06/09/2020","06",10633.44
"D","06/09/2020","07",10958.76
"D","06/09/2020","08",11785.02
"D","06/09/2020","09",12597.13
"D","06/09/2020","10",12528.39
"D","06/09/2020","11",12664.96
"D","06/09/2020","12",13027.8
"D","06/09/2020","13",13173.44
"D","06/09/2020","14",13199.37
"D","06/09/2020","15",13527.9
"D","06/09/2020","16",14214.79
"D","06/09/2020","17",14933.49
"D","06/09/2020","18",15642.08
"D","06/09/2020","19",15742.24
"D","06/09/2020","20",15453.58
"D","06/09/2020","21",15102.01
"D","06/09/2020","22",14501.66
"D","06/09/2020","23",13339.47
"D","06/09/2020","24",12145.7
"T","24 lines"
