"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20210209.csv"
"C","Report for: 02/09/2021 - 02/09/2021"
"C","Report generated: 02/13/2021 14:45:26 EST"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","02/09/2021","01",13503.1
"D","02/09/2021","02",13385.43
"D","02/09/2021","03",13254.01
"D","02/09/2021","04",13098.33
"D","02/09/2021","05",13213.83
"D","02/09/2021","06",13893.88
"D","02/09/2021","07",15199.24
"D","02/09/2021","08",16282.24
"D","02/09/2021","09",16864.33
"D","02/09/2021","10",17012.72
"D","02/09/2021","11",17094.41
"D","02/09/2021","12",17241.37
"D","02/09/2021","13",17283.32
"D","02/09/2021","14",17173.73
"D","02/09/2021","15",16971.61
"D","02/09/2021","16",16867.41
"D","02/09/2021","17",17147.54
"D","02/09/2021","18",17897.82
"D","02/09/2021","19",17816.7
"D","02/09/2021","20",17229.92
"D","02/09/2021","21",16444.07
"D","02/09/2021","22",15497.08
"D","02/09/2021","23",14383.3
"D","02/09/2021","24",13483.33
"T","24 lines"
