C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20211101_20211101.csv
C,Time period: 2021-11-01 to 2021-11-01
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-11-09 13:14:40 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-11-01,01,1940.5,1898.36
D,2021-11-01,02,1879.6,1821.61
D,2021-11-01,03,1849.7,1789.47
D,2021-11-01,04,1850.8,1784.06
D,2021-11-01,05,1892.3,1824.23
D,2021-11-01,06,2055.5,1971.25
D,2021-11-01,07,2290.1,2255.85
D,2021-11-01,08,2534.2,2467.68
D,2021-11-01,09,2522.3,2526.77
D,2021-11-01,10,2488.3,2514.65
D,2021-11-01,11,2481.4,2478.4
D,2021-11-01,12,2506.3,2471.46
D,2021-11-01,13,2540.5,2456.82
D,2021-11-01,14,2549.9,2449.02
D,2021-11-01,15,2583.4,2447.23
D,2021-11-01,16,2586.2,2494.92
D,2021-11-01,17,2666.1,2575.01
D,2021-11-01,18,2785.5,2693.56
D,2021-11-01,19,2787.3,2753.17
D,2021-11-01,20,2710.1,2681.04
D,2021-11-01,21,2627.3,2568.22
D,2021-11-01,22,2498.2,2399.91
D,2021-11-01,23,2289.8,2238.06
D,2021-11-01,24,2117.5,2049.79
T,24 lines
