C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20211122_20211122.csv
C,Time period: 2021-11-22 to 2021-11-22
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-11-29 11:24:22 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-11-22,01,2044.6,1978.75
D,2021-11-22,02,1937.8,1909.07
D,2021-11-22,03,1918.9,1882.09
D,2021-11-22,04,1915.8,1884.2
D,2021-11-22,05,1971.4,1940.63
D,2021-11-22,06,2103.5,2100.74
D,2021-11-22,07,2320.7,2378.66
D,2021-11-22,08,2581.5,2577.11
D,2021-11-22,09,2744.4,2676.29
D,2021-11-22,10,2819.7,2698.51
D,2021-11-22,11,2855.4,2695.97
D,2021-11-22,12,2878.7,2695.31
D,2021-11-22,13,2833.8,2698.37
D,2021-11-22,14,2814.1,2686.64
D,2021-11-22,15,2802.1,2703.3
D,2021-11-22,16,2815.5,2753.41
D,2021-11-22,17,2923.2,2875.49
D,2021-11-22,18,2955.8,2952.84
D,2021-11-22,19,2893.7,2877.31
D,2021-11-22,20,2788.7,2790.55
D,2021-11-22,21,2690.8,2695.01
D,2021-11-22,22,2541.5,2562.5
D,2021-11-22,23,2353.9,2390.78
D,2021-11-22,24,2174.5,2226.59
T,24 lines
