"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20170516_20170530.csv"
"C","Report for: 05/16/2017 - 05/30/2017"
"C","Report generated: 04/13/2020 22:51:43 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","05/16/2017","01",10062.32
"D","05/16/2017","02",9857.41
"D","05/16/2017","03",9479.41
"D","05/16/2017","04",9882.78
"D","05/16/2017","05",9984.71
"D","05/16/2017","06",10707.8
"D","05/16/2017","07",12003.78
"D","05/16/2017","08",12816.06
"D","05/16/2017","09",12804.5
"D","05/16/2017","10",12708.33
"D","05/16/2017","11",12692.45
"D","05/16/2017","12",12786.38
"D","05/16/2017","13",13025.16
"D","05/16/2017","14",13190.88
"D","05/16/2017","15",13281.69
"D","05/16/2017","16",13573.77
"D","05/16/2017","17",13790.24
"D","05/16/2017","18",13981.36
"D","05/16/2017","19",14162.88
"D","05/16/2017","20",14272.58
"D","05/16/2017","21",14523.19
"D","05/16/2017","22",13818.19
"D","05/16/2017","23",12371.43
"D","05/16/2017","24",11174.06
"D","05/17/2017","01",10653.6
"D","05/17/2017","02",10417.33
"D","05/17/2017","03",10122.96
"D","05/17/2017","04",9909.58
"D","05/17/2017","05",10274.93
"D","05/17/2017","06",11087.8
"D","05/17/2017","07",12497.64
"D","05/17/2017","08",12931.34
"D","05/17/2017","09",13196.39
"D","05/17/2017","10",13387.19
"D","05/17/2017","11",13659.35
"D","05/17/2017","12",14031.32
"D","05/17/2017","13",14408.97
"D","05/17/2017","14",14951.58
"D","05/17/2017","15",15371.1
"D","05/17/2017","16",15867.71
"D","05/17/2017","17",16493.81
"D","05/17/2017","18",16984.89
"D","05/17/2017","19",17107.45
"D","05/17/2017","20",17061.85
"D","05/17/2017","21",17229.61
"D","05/17/2017","22",16464.26
"D","05/17/2017","23",14912.99
"D","05/17/2017","24",13578.66
"D","05/18/2017","01",12541.54
"D","05/18/2017","02",12131.23
"D","05/18/2017","03",11899.32
"D","05/18/2017","04",11678.0
"D","05/18/2017","05",11828.93
"D","05/18/2017","06",12340.32
"D","05/18/2017","07",13521.26
"D","05/18/2017","08",14920.38
"D","05/18/2017","09",15751.88
"D","05/18/2017","10",16488.52
"D","05/18/2017","11",17153.76
"D","05/18/2017","12",17683.89
"D","05/18/2017","13",18094.28
"D","05/18/2017","14",18681.9
"D","05/18/2017","15",19232.61
"D","05/18/2017","16",19577.38
"D","05/18/2017","17",19786.85
"D","05/18/2017","18",20010.59
"D","05/18/2017","19",19793.61
"D","05/18/2017","20",19427.28
"D","05/18/2017","21",19293.79
"D","05/18/2017","22",18296.53
"D","05/18/2017","23",16403.3
"D","05/18/2017","24",14936.38
"D","05/19/2017","01",14130.91
"D","05/19/2017","02",13005.55
"D","05/19/2017","03",12766.26
"D","05/19/2017","04",12460.13
"D","05/19/2017","05",12525.94
"D","05/19/2017","06",13119.45
"D","05/19/2017","07",14085.92
"D","05/19/2017","08",15390.82
"D","05/19/2017","09",16134.04
"D","05/19/2017","10",16741.51
"D","05/19/2017","11",17317.26
"D","05/19/2017","12",17785.06
"D","05/19/2017","13",18191.57
"D","05/19/2017","14",18595.22
"D","05/19/2017","15",18804.83
"D","05/19/2017","16",18967.23
"D","05/19/2017","17",19083.87
"D","05/19/2017","18",18969.2
"D","05/19/2017","19",18307.49
"D","05/19/2017","20",17442.13
"D","05/19/2017","21",16842.41
"D","05/19/2017","22",15767.38
"D","05/19/2017","23",14105.6
"D","05/19/2017","24",12488.0
"D","05/20/2017","01",11547.71
"D","05/20/2017","02",10790.02
"D","05/20/2017","03",10338.79
"D","05/20/2017","04",10201.44
"D","05/20/2017","05",10255.05
"D","05/20/2017","06",10348.8
"D","05/20/2017","07",10750.65
"D","05/20/2017","08",11189.59
"D","05/20/2017","09",11460.24
"D","05/20/2017","10",11704.91
"D","05/20/2017","11",11785.94
"D","05/20/2017","12",11701.58
"D","05/20/2017","13",11365.46
"D","05/20/2017","14",11277.63
"D","05/20/2017","15",11504.56
"D","05/20/2017","16",11715.14
"D","05/20/2017","17",11987.5
"D","05/20/2017","18",12510.4
"D","05/20/2017","19",12815.66
"D","05/20/2017","20",12757.38
"D","05/20/2017","21",12877.98
"D","05/20/2017","22",12529.24
"D","05/20/2017","23",11635.35
"D","05/20/2017","24",10609.05
"D","05/21/2017","01",9935.12
"D","05/21/2017","02",9783.22
"D","05/21/2017","03",9518.71
"D","05/21/2017","04",9396.43
"D","05/21/2017","05",9420.17
"D","05/21/2017","06",9429.6
"D","05/21/2017","07",9737.29
"D","05/21/2017","08",10213.69
"D","05/21/2017","09",10544.47
"D","05/21/2017","10",10944.85
"D","05/21/2017","11",11126.92
"D","05/21/2017","12",11044.32
"D","05/21/2017","13",11103.58
"D","05/21/2017","14",11049.72
"D","05/21/2017","15",11008.57
"D","05/21/2017","16",11159.99
"D","05/21/2017","17",11707.45
"D","05/21/2017","18",12405.31
"D","05/21/2017","19",12768.17
"D","05/21/2017","20",12860.37
"D","05/21/2017","21",13152.29
"D","05/21/2017","22",12591.55
"D","05/21/2017","23",11424.63
"D","05/21/2017","24",10528.79
