C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20200611_20200611.csv
C,Time period: 2020-06-11 to 2020-06-11
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2020-06-17 12:32:13 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2020-06-11,01,2205.5,2121.6
D,2020-06-11,02,2077.4,2058.6
D,2020-06-11,03,2073.8,2030.0
D,2020-06-11,04,2061.1,2026.5
D,2020-06-11,05,2098.8,2059.0
D,2020-06-11,06,2205.7,2150.4
D,2020-06-11,07,2468.1,2355.5
D,2020-06-11,08,2714.1,2585.8
D,2020-06-11,09,2887.6,2792.4
D,2020-06-11,10,2968.5,2915.9
D,2020-06-11,11,2883.9,2991.7
D,2020-06-11,12,2994.7,3031.6
D,2020-06-11,13,3073.4,3126.4
D,2020-06-11,14,3041.4,3162.1
D,2020-06-11,15,3113.3,3078.9
D,2020-06-11,16,3135.0,3054.7
D,2020-06-11,17,3248.5,3048.5
D,2020-06-11,18,3232.0,3059.6
D,2020-06-11,19,3194.6,2998.2
D,2020-06-11,20,3076.5,2908.2
D,2020-06-11,21,3066.0,2826.5
D,2020-06-11,22,2931.4,2743.6
D,2020-06-11,23,2695.7,2595.1
D,2020-06-11,24,2445.7,2437.5
T,24 lines
