"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20211107.csv"
"C","Report for: 11/07/2021 - 11/07/2021"
"C","Report generated: 11/10/2021 22:06:51 EST"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","11/07/2021","01",10645.23
"D","11/07/2021","02",10321.29
"D","11/07/2021","02X",10394.04
"D","11/07/2021","03",10368.18
"D","11/07/2021","04",10120.26
"D","11/07/2021","05",10295.3
"D","11/07/2021","06",10710.06
"D","11/07/2021","07",11364.01
"D","11/07/2021","08",11735.25
"D","11/07/2021","09",11379.37
"D","11/07/2021","10",10967.89
"D","11/07/2021","11",10485.28
"D","11/07/2021","12",10508.82
"D","11/07/2021","13",10702.76
"D","11/07/2021","14",10839.87
"D","11/07/2021","15",11158.11
"D","11/07/2021","16",12133.96
"D","11/07/2021","17",13417.43
"D","11/07/2021","18",14321.24
"D","11/07/2021","19",14076.12
"D","11/07/2021","20",13597.16
"D","11/07/2021","21",12972.86
"D","11/07/2021","22",12166.34
"D","11/07/2021","23",11316.78
"D","11/07/2021","24",10599.06
"T","25 lines"
