"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20211118.csv"
"C","Report for: 11/18/2021 - 11/18/2021"
"C","Report generated: 11/27/2021 01:23:35 EST"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","11/18/2021","01",10947.24
"D","11/18/2021","02",10547.55
"D","11/18/2021","03",10669.58
"D","11/18/2021","04",10957.86
"D","11/18/2021","05",11012.69
"D","11/18/2021","06",11421.99
"D","11/18/2021","07",12531.88
"D","11/18/2021","08",13154.11
"D","11/18/2021","09",12810.86
"D","11/18/2021","10",12130.32
"D","11/18/2021","11",12051.14
"D","11/18/2021","12",12092.1
"D","11/18/2021","13",12084.51
"D","11/18/2021","14",12339.57
"D","11/18/2021","15",12464.49
"D","11/18/2021","16",13174.94
"D","11/18/2021","17",14044.13
"D","11/18/2021","18",14727.7
"D","11/18/2021","19",14450.04
"D","11/18/2021","20",13939.15
"D","11/18/2021","21",13282.3
"D","11/18/2021","22",12549.34
"D","11/18/2021","23",11698.48
"D","11/18/2021","24",11093.21
"T","24 lines"
