"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20210222.csv"
"C","Report for: 02/22/2021 - 02/22/2021"
"C","Report generated: 03/01/2021 22:18:10 EST"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","02/22/2021","01",12828.03
"D","02/22/2021","02",12591.92
"D","02/22/2021","03",12514.18
"D","02/22/2021","04",12569.73
"D","02/22/2021","05",12722.56
"D","02/22/2021","06",13478.22
"D","02/22/2021","07",14809.24
"D","02/22/2021","08",15850.72
"D","02/22/2021","09",16310.44
"D","02/22/2021","10",16225.34
"D","02/22/2021","11",15949.47
"D","02/22/2021","12",15861.42
"D","02/22/2021","13",15941.45
"D","02/22/2021","14",16032.8
"D","02/22/2021","16",16180.44
"D","02/22/2021","17",16519.33
"D","02/22/2021","18",17241.69
"D","02/22/2021","19",17097.23
"D","02/22/2021","20",16299.45
"D","02/22/2021","21",15443.07
"D","02/22/2021","22",14468.14
"D","02/22/2021","23",13420.8
"D","02/22/2021","24",12696.81
"T","23 lines"
