C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20200905_20200905.csv
C,Time period: 2020-09-05 to 2020-09-05
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2020-09-11 22:58:18 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2020-09-05,01,2282.1,2249.1
D,2020-09-05,02,2130.5,2122.8
D,2020-09-05,03,2039.1,2032.5
D,2020-09-05,04,1994.0,1981.0
D,2020-09-05,05,1971.5,1956.9
D,2020-09-05,06,2014.5,1973.9
D,2020-09-05,07,2063.3,2008.8
D,2020-09-05,08,2171.0,2096.4
D,2020-09-05,09,2300.1,2201.1
D,2020-09-05,10,2371.3,2277.2
D,2020-09-05,11,2417.3,2335.5
D,2020-09-05,12,2475.3,2393.5
D,2020-09-05,13,2521.4,2438.8
D,2020-09-05,14,2565.8,2468.8
D,2020-09-05,15,2611.5,2535.9
D,2020-09-05,16,2706.4,2602.5
D,2020-09-05,17,2757.6,2666.9
D,2020-09-05,18,2794.1,2712.2
D,2020-09-05,19,2741.0,2697.2
D,2020-09-05,20,2677.6,2665.0
D,2020-09-05,21,2634.7,2595.4
D,2020-09-05,22,2531.5,2489.3
D,2020-09-05,23,2420.3,2361.0
D,2020-09-05,24,2235.0,2225.5
T,24 lines
