C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20200626_20200626.csv
C,Time period: 2020-06-26 to 2020-06-26
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2020-07-03 18:42:31 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2020-06-26,01,2466.8,2603.3
D,2020-06-26,02,2410.3,2456.2
D,2020-06-26,03,2335.1,2361.6
D,2020-06-26,04,2302.5,2309.7
D,2020-06-26,05,2309.3,2302.7
D,2020-06-26,06,2358.0,2370.4
D,2020-06-26,07,2608.5,2567.4
D,2020-06-26,08,2860.0,2790.5
D,2020-06-26,09,3001.4,2993.3
D,2020-06-26,10,3095.7,3144.1
D,2020-06-26,11,3259.2,3282.4
D,2020-06-26,12,3390.6,3423.8
D,2020-06-26,13,3398.5,3521.4
D,2020-06-26,14,3454.4,3628.4
D,2020-06-26,15,3490.8,3691.1
D,2020-06-26,16,3511.7,3735.1
D,2020-06-26,17,3601.2,3731.0
D,2020-06-26,18,3610.2,3686.7
D,2020-06-26,19,3542.2,3626.5
D,2020-06-26,20,3392.5,3484.0
D,2020-06-26,21,3251.8,3328.0
D,2020-06-26,22,3144.7,3230.8
D,2020-06-26,23,2956.5,3020.7
D,2020-06-26,24,2700.5,2776.6
T,24 lines
