"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20210303.csv"
"C","Report for: 03/03/2021 - 03/03/2021"
"C","Report generated: 03/07/2021 01:03:57 EST"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","03/03/2021","01",13197.02
"D","03/03/2021","02",12835.98
"D","03/03/2021","03",12656.46
"D","03/03/2021","04",12640.86
"D","03/03/2021","05",12693.3
"D","03/03/2021","06",13440.48
"D","03/03/2021","07",14676.37
"D","03/03/2021","08",15325.89
"D","03/03/2021","09",14929.51
"D","03/03/2021","10",13844.25
"D","03/03/2021","11",13707.77
"D","03/03/2021","12",13599.86
"D","03/03/2021","13",13434.37
"D","03/03/2021","14",13469.64
"D","03/03/2021","15",13679.45
"D","03/03/2021","16",13770.1
"D","03/03/2021","17",14366.49
"D","03/03/2021","18",15527.11
"D","03/03/2021","19",16066.64
"D","03/03/2021","20",15596.69
"D","03/03/2021","21",14905.61
"D","03/03/2021","22",14016.12
"D","03/03/2021","23",13137.08
"D","03/03/2021","24",12635.49
"T","24 lines"
