C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20210226_20210226.csv
C,Time period: 2021-02-26 to 2021-02-26
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-03-07 00:09:10 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-02-26,01,2206.4,2289.67
D,2021-02-26,02,2147.9,2233.96
D,2021-02-26,03,2129.7,2219.53
D,2021-02-26,04,2144.0,2233.03
D,2021-02-26,05,2222.8,2304.31
D,2021-02-26,06,2413.2,2468.27
D,2021-02-26,07,2641.6,2704.62
D,2021-02-26,08,2846.8,2845.16
D,2021-02-26,09,2823.6,2850.99
D,2021-02-26,10,2710.9,2796.14
D,2021-02-26,11,2706.9,2752.92
D,2021-02-26,12,2676.9,2718.42
D,2021-02-26,13,2665.9,2687.06
D,2021-02-26,14,2667.6,2658.0
D,2021-02-26,15,2665.6,2644.94
D,2021-02-26,16,2700.3,2675.89
D,2021-02-26,17,2790.6,2785.6
D,2021-02-26,18,2911.6,2951.56
D,2021-02-26,19,2955.6,2989.34
D,2021-02-26,20,2852.4,2921.54
D,2021-02-26,21,2729.8,2821.4
D,2021-02-26,22,2635.9,2698.03
D,2021-02-26,23,2507.4,2542.94
D,2021-02-26,24,2344.9,2406.1
T,24 lines
