C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20201027_20201027.csv
C,Time period: 2020-10-27 to 2020-10-27
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2020-11-04 00:43:52 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2020-10-27,01,1982.3,1926.8
D,2020-10-27,02,1927.9,1863.8
D,2020-10-27,03,1872.5,1826.2
D,2020-10-27,04,1852.6,1818.8
D,2020-10-27,05,1906.2,1859.4
D,2020-10-27,06,2065.4,1989.8
D,2020-10-27,07,2285.5,2231.8
D,2020-10-27,08,2490.8,2451.0
D,2020-10-27,09,2587.4,2583.0
D,2020-10-27,10,2596.6,2637.1
D,2020-10-27,11,2612.2,2656.4
D,2020-10-27,12,2621.8,2647.5
D,2020-10-27,13,2608.8,2614.4
D,2020-10-27,14,2598.8,2541.3
D,2020-10-27,15,2580.9,2497.7
D,2020-10-27,16,2606.3,2541.9
D,2020-10-27,17,2653.1,2601.1
D,2020-10-27,18,2743.6,2730.4
D,2020-10-27,19,2740.5,2775.8
D,2020-10-27,20,2733.6,2685.2
D,2020-10-27,21,2604.5,2554.7
D,2020-10-27,22,2460.5,2405.5
D,2020-10-27,23,2280.1,2223.6
D,2020-10-27,24,2072.9,2068.2
T,24 lines
