C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20211130_20211130.csv
C,Time period: 2021-11-30 to 2021-11-30
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-12-06 20:24:04 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-11-30,01,2392.1,2344.14
D,2021-11-30,02,2276.8,2279.88
D,2021-11-30,03,2237.5,2256.84
D,2021-11-30,04,2252.2,2271.0
D,2021-11-30,05,2299.6,2347.41
D,2021-11-30,06,2506.4,2520.86
D,2021-11-30,07,2744.4,2819.03
D,2021-11-30,08,3025.4,2995.28
D,2021-11-30,09,3028.2,2989.54
D,2021-11-30,10,2976.6,2928.15
D,2021-11-30,11,2918.8,2863.19
D,2021-11-30,12,2896.8,2819.23
D,2021-11-30,13,2929.9,2821.35
D,2021-11-30,14,2917.7,2890.99
D,2021-11-30,15,2914.3,2912.63
D,2021-11-30,16,3034.4,2970.14
D,2021-11-30,17,3189.4,3121.56
D,2021-11-30,18,3296.3,3202.13
D,2021-11-30,19,3204.8,3135.59
D,2021-11-30,20,3112.4,3051.05
D,2021-11-30,21,2991.8,2930.32
D,2021-11-30,22,2817.7,2774.64
D,2021-11-30,23,2630.6,2570.94
D,2021-11-30,24,2447.1,2383.24
T,24 lines
