C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20211103_20211103.csv
C,Time period: 2021-11-03 to 2021-11-03
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-11-09 14:41:38 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-11-03,01,1945.1,1993.46
D,2021-11-03,02,1874.3,1912.75
D,2021-11-03,03,1860.3,1885.28
D,2021-11-03,04,1861.5,1882.81
D,2021-11-03,05,1921.2,1942.85
D,2021-11-03,06,2105.8,2106.18
D,2021-11-03,07,2371.0,2405.71
D,2021-11-03,08,2593.0,2618.06
D,2021-11-03,09,2598.7,2661.38
D,2021-11-03,10,2554.4,2611.29
D,2021-11-03,11,2541.9,2558.0
D,2021-11-03,12,2487.6,2518.63
D,2021-11-03,13,2439.1,2509.0
D,2021-11-03,14,2494.2,2554.79
D,2021-11-03,15,2489.8,2537.55
D,2021-11-03,16,2551.2,2571.37
D,2021-11-03,17,2578.9,2658.82
D,2021-11-03,18,2695.1,2786.47
D,2021-11-03,19,2783.9,2842.34
D,2021-11-03,20,2680.4,2777.5
D,2021-11-03,21,2646.3,2677.54
D,2021-11-03,22,2511.8,2540.52
D,2021-11-03,23,2321.9,2370.62
D,2021-11-03,24,2138.0,2195.62
T,24 lines
