C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20200926_20200926.csv
C,Time period: 2020-09-26 to 2020-09-26
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2020-09-30 15:21:05 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2020-09-26,01,2043.6,2069.1
D,2020-09-26,02,1958.6,1971.1
D,2020-09-26,03,1890.6,1912.0
D,2020-09-26,04,1860.3,1886.2
D,2020-09-26,05,1864.0,1895.0
D,2020-09-26,06,1907.6,1929.8
D,2020-09-26,07,2003.0,2006.3
D,2020-09-26,08,2096.3,2102.4
D,2020-09-26,09,2219.8,2226.8
D,2020-09-26,10,2303.8,2318.2
D,2020-09-26,11,2408.3,2364.3
D,2020-09-26,12,2441.5,2392.5
D,2020-09-26,13,2470.2,2426.5
D,2020-09-26,14,2546.3,2437.7
D,2020-09-26,15,2632.9,2489.1
D,2020-09-26,16,2668.1,2553.5
D,2020-09-26,17,2717.1,2629.3
D,2020-09-26,18,2755.9,2673.9
D,2020-09-26,19,2736.3,2706.7
D,2020-09-26,20,2717.2,2725.0
D,2020-09-26,21,2638.4,2651.4
D,2020-09-26,22,2507.1,2545.3
D,2020-09-26,23,2375.2,2418.1
D,2020-09-26,24,2226.7,2284.9
T,24 lines
