C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20211105_20211105.csv
C,Time period: 2021-11-05 to 2021-11-05
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-11-10 21:30:31 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-11-05,01,2072.3,2092.55
D,2021-11-05,02,1976.3,2020.46
D,2021-11-05,03,1960.0,1993.24
D,2021-11-05,04,1947.9,1997.5
D,2021-11-05,05,1992.3,2051.07
D,2021-11-05,06,2171.9,2225.58
D,2021-11-05,07,2463.2,2511.98
D,2021-11-05,08,2661.9,2726.29
D,2021-11-05,09,2706.7,2775.06
D,2021-11-05,10,2633.4,2719.94
D,2021-11-05,11,2559.0,2642.43
D,2021-11-05,12,2497.1,2588.06
D,2021-11-05,13,2453.8,2546.0
D,2021-11-05,14,2473.3,2525.8
D,2021-11-05,15,2497.1,2546.53
D,2021-11-05,16,2520.4,2586.16
D,2021-11-05,17,2562.6,2659.62
D,2021-11-05,18,2674.6,2762.74
D,2021-11-05,19,2759.0,2783.27
D,2021-11-05,20,2670.6,2722.46
D,2021-11-05,21,2588.7,2642.03
D,2021-11-05,22,2506.3,2535.47
D,2021-11-05,23,2333.6,2387.49
D,2021-11-05,24,2163.6,2247.15
T,24 lines
