C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20210616_20210616.csv
C,Time period: 2021-06-16 to 2021-06-16
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-06-23 16:14:48 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-06-16,01,2230.6,2278.92
D,2021-06-16,02,2123.7,2168.94
D,2021-06-16,03,2057.0,2094.45
D,2021-06-16,04,2009.6,2050.81
D,2021-06-16,05,2022.6,2054.93
D,2021-06-16,06,2123.0,2124.51
D,2021-06-16,07,2350.0,2326.68
D,2021-06-16,08,2566.4,2499.34
D,2021-06-16,09,2658.7,2590.27
D,2021-06-16,10,2685.3,2657.68
D,2021-06-16,11,2738.1,2703.42
D,2021-06-16,12,2824.9,2741.26
D,2021-06-16,13,2857.7,2751.09
D,2021-06-16,14,2900.2,2773.73
D,2021-06-16,15,2932.6,2811.51
D,2021-06-16,16,3032.0,2871.32
D,2021-06-16,17,3046.8,2930.76
D,2021-06-16,18,3143.8,2961.82
D,2021-06-16,19,3104.1,2912.78
D,2021-06-16,20,2921.4,2830.13
D,2021-06-16,21,2846.9,2753.51
D,2021-06-16,22,2713.6,2659.45
D,2021-06-16,23,2500.0,2465.14
D,2021-06-16,24,2296.3,2259.71
T,24 lines
