"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20181207_20181221.csv"
"C","Report for: 12/07/2018 - 12/21/2018"
"C","Report generated: 04/13/2020 23:00:37 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","12/07/2018","01",12075.02
"D","12/07/2018","02",11569.46
"D","12/07/2018","03",11377.21
"D","12/07/2018","04",11399.99
"D","12/07/2018","05",11762.52
"D","12/07/2018","06",12813.89
"D","12/07/2018","07",14576.78
"D","12/07/2018","08",15452.04
"D","12/07/2018","09",15210.9
"D","12/07/2018","10",14609.26
"D","12/07/2018","11",14157.14
"D","12/07/2018","12",13806.08
"D","12/07/2018","13",13684.97
"D","12/07/2018","14",13921.61
"D","12/07/2018","15",14416.69
"D","12/07/2018","16",15158.98
"D","12/07/2018","17",16383.44
"D","12/07/2018","18",17173.46
"D","12/07/2018","19",17024.39
"D","12/07/2018","20",16627.69
"D","12/07/2018","21",16192.77
"D","12/07/2018","22",15530.94
"D","12/07/2018","23",14540.98
"D","12/07/2018","24",13544.96
"D","12/08/2018","01",13031.26
"D","12/08/2018","02",12687.75
"D","12/08/2018","03",12538.36
"D","12/08/2018","04",12713.48
"D","12/08/2018","05",12845.69
"D","12/08/2018","06",13195.33
"D","12/08/2018","07",13786.31
"D","12/08/2018","08",14596.51
"D","12/08/2018","09",15007.85
"D","12/08/2018","10",14713.59
"D","12/08/2018","11",14298.92
"D","12/08/2018","12",14037.79
"D","12/08/2018","13",13884.19
"D","12/08/2018","14",13973.91
"D","12/08/2018","15",14379.64
"D","12/08/2018","16",15150.42
"D","12/08/2018","17",16328.1
"D","12/08/2018","18",17062.76
"D","12/08/2018","19",16871.22
"D","12/08/2018","20",16471.87
"D","12/08/2018","21",16059.64
"D","12/08/2018","22",15467.29
"D","12/08/2018","23",14609.08
"D","12/08/2018","24",13690.08
"D","12/09/2018","01",12997.08
"D","12/09/2018","02",12837.39
"D","12/09/2018","03",12874.92
"D","12/09/2018","04",12831.91
"D","12/09/2018","05",12924.57
"D","12/09/2018","06",13041.09
"D","12/09/2018","07",13607.4
"D","12/09/2018","08",14010.66
"D","12/09/2018","09",14660.57
"D","12/09/2018","10",14692.31
"D","12/09/2018","11",14354.94
"D","12/09/2018","12",14045.42
"D","12/09/2018","13",14009.92
"D","12/09/2018","14",14088.14
"D","12/09/2018","15",14484.69
"D","12/09/2018","16",15149.96
"D","12/09/2018","17",16486.66
"D","12/09/2018","18",17374.14
"D","12/09/2018","19",17226.4
"D","12/09/2018","20",16786.54
"D","12/09/2018","21",16206.02
"D","12/09/2018","22",15228.09
"D","12/09/2018","23",13981.58
"D","12/09/2018","24",13142.94
"D","12/10/2018","01",12965.5
"D","12/10/2018","02",13071.07
"D","12/10/2018","03",12941.44
"D","12/10/2018","04",13043.31
"D","12/10/2018","05",13403.51
"D","12/10/2018","06",13947.63
"D","12/10/2018","07",15416.73
"D","12/10/2018","08",16367.72
"D","12/10/2018","09",16064.2
"D","12/10/2018","10",15358.36
"D","12/10/2018","11",14798.42
"D","12/10/2018","12",14514.23
"D","12/10/2018","13",14524.88
"D","12/10/2018","14",14478.2
"D","12/10/2018","15",14862.98
"D","12/10/2018","16",15610.99
"D","12/10/2018","17",16929.76
"D","12/10/2018","18",17967.41
"D","12/10/2018","19",17951.43
"D","12/10/2018","20",17640.36
"D","12/10/2018","21",17055.12
"D","12/10/2018","22",16058.49
"D","12/10/2018","23",14733.61
"D","12/10/2018","24",13589.32
"D","12/11/2018","01",13495.11
"D","12/11/2018","02",13324.48
"D","12/11/2018","03",13207.9
"D","12/11/2018","04",13288.99
"D","12/11/2018","05",13731.94
"D","12/11/2018","06",14445.7
"D","12/11/2018","07",15991.52
"D","12/11/2018","08",16911.88
"D","12/11/2018","09",16517.36
"D","12/11/2018","10",15703.04
"D","12/11/2018","11",15247.36
"D","12/11/2018","12",14942.06
"D","12/11/2018","13",14766.61
"D","12/11/2018","14",14947.84
"D","12/11/2018","15",15388.58
"D","12/11/2018","16",16036.51
"D","12/11/2018","17",17203.68
"D","12/11/2018","18",17944.61
"D","12/11/2018","19",17880.39
"D","12/11/2018","20",17560.23
"D","12/11/2018","21",16930.57
"D","12/11/2018","22",15878.83
"D","12/11/2018","23",14795.59
"D","12/11/2018","24",14026.5
"D","12/12/2018","01",13309.65
"D","12/12/2018","02",13042.73
"D","12/12/2018","03",12941.11
"D","12/12/2018","04",13027.02
"D","12/12/2018","05",13388.44
"D","12/12/2018","06",14006.13
"D","12/12/2018","07",15547.07
"D","12/12/2018","08",16255.52
"D","12/12/2018","09",16046.98
"D","12/12/2018","10",15342.63
"D","12/12/2018","11",15021.22
"D","12/12/2018","12",14970.69
"D","12/12/2018","13",14880.76
"D","12/12/2018","14",14958.68
"D","12/12/2018","15",15257.23
"D","12/12/2018","16",15975.42
"D","12/12/2018","17",17082.62
"D","12/12/2018","18",17965.3
"D","12/12/2018","19",17877.3
"D","12/12/2018","20",17631.45
"D","12/12/2018","21",17123.73
"D","12/12/2018","22",16190.41
"D","12/12/2018","23",15326.96
"D","12/12/2018","24",14117.66
"D","12/13/2018","01",13853.33
"D","12/13/2018","02",13726.1
"D","12/13/2018","03",13874.38
"D","12/13/2018","04",13904.05
"D","12/13/2018","05",14222.01
"D","12/13/2018","06",14818.62
"D","12/13/2018","07",16108.06
"D","12/13/2018","08",16956.57
"D","12/13/2018","09",16794.82
"D","12/13/2018","10",16291.14
"D","12/13/2018","11",15972.55
"D","12/13/2018","12",15948.65
"D","12/13/2018","13",15974.75
"D","12/13/2018","14",16111.15
"D","12/13/2018","15",16193.43
"D","12/13/2018","16",16550.32
"D","12/13/2018","17",17561.58
"D","12/13/2018","18",18187.49
"D","12/13/2018","19",17997.67
"D","12/13/2018","20",17616.19
"D","12/13/2018","21",16990.35
"D","12/13/2018","22",16006.87
"D","12/13/2018","23",14678.08
"D","12/13/2018","24",13621.34
"D","12/14/2018","01",12786.09
"D","12/14/2018","02",12369.88
"D","12/14/2018","03",12394.08
"D","12/14/2018","04",12429.36
"D","12/14/2018","05",12773.58
"D","12/14/2018","06",13401.98
"D","12/14/2018","07",15009.16
"D","12/14/2018","08",15967.45
"D","12/14/2018","09",15848.93
"D","12/14/2018","10",15337.5
"D","12/14/2018","11",14904.5
"D","12/14/2018","12",14672.47
"D","12/14/2018","13",14568.46
"D","12/14/2018","14",14710.11
"D","12/14/2018","15",14945.49
"D","12/14/2018","16",15314.41
"D","12/14/2018","17",16298.3
"D","12/14/2018","18",16740.08
"D","12/14/2018","19",16386.1
"D","12/14/2018","20",15875.62
"D","12/14/2018","21",15303.35
"D","12/14/2018","22",14505.33
"D","12/14/2018","23",13398.3
"D","12/14/2018","24",12413.66
"D","12/15/2018","01",11936.48
"D","12/15/2018","02",11413.58
"D","12/15/2018","03",11561.97
"D","12/15/2018","04",11594.56
"D","12/15/2018","05",11642.34
"D","12/15/2018","06",12004.23
"D","12/15/2018","07",12232.78
"D","12/15/2018","08",13066.6
"D","12/15/2018","09",13441.8
"D","12/15/2018","10",13768.43
"D","12/15/2018","11",13668.93
"D","12/15/2018","12",13356.12
"D","12/15/2018","13",13307.61
"D","12/15/2018","14",13330.58
"D","12/15/2018","15",13429.74
"D","12/15/2018","16",13697.64
"D","12/15/2018","17",14701.95
"D","12/15/2018","18",15288.39
"D","12/15/2018","19",15062.81
"D","12/15/2018","20",14650.43
"D","12/15/2018","21",14230.69
"D","12/15/2018","22",13674.32
"D","12/15/2018","23",12863.66
"D","12/15/2018","24",11993.41
"D","12/16/2018","01",11601.94
"D","12/16/2018","02",11539.7
"D","12/16/2018","03",11287.14
"D","12/16/2018","04",11212.09
"D","12/16/2018","05",11289.47
"D","12/16/2018","06",11599.04
"D","12/16/2018","07",11801.6
"D","12/16/2018","08",12406.69
"D","12/16/2018","09",13073.19
"D","12/16/2018","10",13748.44
"D","12/16/2018","11",14038.74
"D","12/16/2018","12",14162.89
"D","12/16/2018","13",14229.41
"D","12/16/2018","14",14261.1
"D","12/16/2018","15",14347.75
"D","12/16/2018","16",14712.81
"D","12/16/2018","17",15826.59
"D","12/16/2018","18",16395.22
"D","12/16/2018","19",16243.14
"D","12/16/2018","20",15826.07
