C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20201113_20201113.csv
C,Time period: 2020-11-13 to 2020-11-13
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2020-11-26 12:58:00 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2020-11-13,01,1941.2,1931.3
D,2020-11-13,02,1858.8,1862.5
D,2020-11-13,03,1826.7,1830.0
D,2020-11-13,04,1847.0,1829.2
D,2020-11-13,05,1897.4,1877.9
D,2020-11-13,06,2018.3,2023.0
D,2020-11-13,07,2253.0,2253.9
D,2020-11-13,08,2462.3,2460.7
D,2020-11-13,09,2588.2,2605.7
D,2020-11-13,10,2651.9,2694.7
D,2020-11-13,11,2684.5,2738.9
D,2020-11-13,12,2687.7,2792.4
D,2020-11-13,13,2760.7,2811.5
D,2020-11-13,14,2743.6,2790.6
D,2020-11-13,15,2726.8,2778.3
D,2020-11-13,16,2747.0,2768.6
D,2020-11-13,17,2855.5,2842.9
D,2020-11-13,18,2889.4,2893.9
D,2020-11-13,19,2818.3,2804.9
D,2020-11-13,20,2707.7,2694.8
D,2020-11-13,21,2590.8,2574.9
D,2020-11-13,22,2458.6,2439.6
D,2020-11-13,23,2250.5,2283.2
D,2020-11-13,24,2144.9,2141.9
T,24 lines
