C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20210523_20210523.csv
C,Time period: 2021-05-23 to 2021-05-23
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-05-26 04:52:03 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-05-23,01,2395.2,2456.2
D,2021-05-23,02,2285.0,2327.13
D,2021-05-23,03,2191.8,2232.48
D,2021-05-23,04,2120.5,2178.02
D,2021-05-23,05,2090.3,2149.33
D,2021-05-23,06,2110.4,2130.54
D,2021-05-23,07,2180.4,2181.65
D,2021-05-23,08,2286.5,2326.02
D,2021-05-23,09,2437.0,2500.27
D,2021-05-23,10,2564.2,2660.52
D,2021-05-23,11,2682.3,2810.28
D,2021-05-23,12,2789.7,2960.75
D,2021-05-23,13,2884.4,3106.55
D,2021-05-23,14,2958.5,3267.93
D,2021-05-23,15,2987.7,3334.42
D,2021-05-23,16,3022.6,3242.23
D,2021-05-23,17,3079.2,3295.58
D,2021-05-23,18,3085.5,3198.55
D,2021-05-23,19,3063.8,3102.66
D,2021-05-23,20,2994.5,2931.17
D,2021-05-23,21,2929.8,2840.04
D,2021-05-23,22,2813.2,2698.06
D,2021-05-23,23,2605.8,2481.73
D,2021-05-23,24,2362.8,2267.84
T,24 lines
