C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20210804_20210804.csv
C,Time period: 2021-08-04 to 2021-08-04
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-09-24 07:06:06 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-08-04,01,2363.9,2399.91
D,2021-08-04,02,2229.8,2285.31
D,2021-08-04,03,2160.3,2218.9
D,2021-08-04,04,2129.3,2178.2
D,2021-08-04,05,2140.7,2195.19
D,2021-08-04,06,2217.1,2294.93
D,2021-08-04,07,2336.2,2480.71
D,2021-08-04,08,2567.4,2666.12
D,2021-08-04,09,2716.8,2812.38
D,2021-08-04,10,2834.1,2937.76
D,2021-08-04,11,2906.4,3026.7
D,2021-08-04,12,2984.3,3117.61
D,2021-08-04,13,3113.3,3211.37
D,2021-08-04,14,3166.6,3216.96
D,2021-08-04,15,3165.8,3240.77
D,2021-08-04,16,3248.7,3241.32
D,2021-08-04,17,3204.5,3244.07
D,2021-08-04,18,3215.0,3239.11
D,2021-08-04,19,3131.7,3162.32
D,2021-08-04,20,2954.0,3083.82
D,2021-08-04,21,2934.7,2991.52
D,2021-08-04,22,2775.5,2838.72
D,2021-08-04,23,2563.2,2660.22
D,2021-08-04,24,2357.3,2469.59
T,24 lines
