C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20210406_20210406.csv
C,Time period: 2021-04-06 to 2021-04-06
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-04-24 04:42:53 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-04-06,01,1844.1,2008.44
D,2021-04-06,02,1775.1,1944.32
D,2021-04-06,03,1730.3,1913.78
D,2021-04-06,04,1739.8,1913.32
D,2021-04-06,05,1790.6,1962.5
D,2021-04-06,06,1926.8,2107.27
D,2021-04-06,07,2192.6,2343.98
D,2021-04-06,08,2294.1,2539.42
D,2021-04-06,09,2343.6,2603.33
D,2021-04-06,10,2287.0,2568.61
D,2021-04-06,11,2297.4,2474.5
D,2021-04-06,12,2296.5,2459.72
D,2021-04-06,13,2292.1,2406.39
D,2021-04-06,14,2286.2,2403.01
D,2021-04-06,15,2255.4,2350.04
D,2021-04-06,16,2270.9,2351.64
D,2021-04-06,17,2310.8,2407.26
D,2021-04-06,18,2395.8,2494.19
D,2021-04-06,19,2402.9,2538.15
D,2021-04-06,20,2463.4,2586.34
D,2021-04-06,21,2376.8,2528.46
D,2021-04-06,22,2267.1,2388.33
D,2021-04-06,23,2106.2,2213.77
D,2021-04-06,24,1937.0,2053.52
T,24 lines
