C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20210131_20210131.csv
C,Time period: 2021-01-31 to 2021-01-31
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-02-04 17:00:25 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-01-31,01,2711.2,2843.06
D,2021-01-31,02,2660.2,2779.19
D,2021-01-31,03,2625.1,2759.98
D,2021-01-31,04,2612.6,2758.92
D,2021-01-31,05,2642.1,2784.61
D,2021-01-31,06,2745.0,2829.03
D,2021-01-31,07,2794.0,2925.29
D,2021-01-31,08,2888.5,3001.38
D,2021-01-31,09,2992.5,3064.31
D,2021-01-31,10,3016.3,3101.59
D,2021-01-31,11,2986.3,3107.66
D,2021-01-31,12,2955.7,3112.42
D,2021-01-31,13,2926.9,3113.17
D,2021-01-31,14,2912.8,3095.52
D,2021-01-31,15,2929.0,3102.45
D,2021-01-31,16,2972.3,3108.03
D,2021-01-31,17,3095.1,3216.44
D,2021-01-31,18,3292.0,3419.93
D,2021-01-31,19,3234.2,3432.37
D,2021-01-31,20,3188.1,3345.05
D,2021-01-31,21,3131.1,3235.79
D,2021-01-31,22,2955.7,3091.52
D,2021-01-31,23,2778.9,2912.28
D,2021-01-31,24,2640.8,2752.72
T,24 lines
