C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20210721_20210721.csv
C,Time period: 2021-07-21 to 2021-07-21
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-09-21 10:32:05 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-07-21,01,2851.4,2915.85
D,2021-07-21,02,2693.9,2637.0
D,2021-07-21,03,2600.8,2501.83
D,2021-07-21,04,2537.4,2434.8
D,2021-07-21,05,2546.1,2439.6
D,2021-07-21,06,2658.2,2520.24
D,2021-07-21,07,2881.6,2725.08
D,2021-07-21,08,3102.7,2946.2
D,2021-07-21,09,3260.3,3141.84
D,2021-07-21,10,3389.3,3250.33
D,2021-07-21,11,3515.4,3316.82
D,2021-07-21,12,3579.4,3421.89
D,2021-07-21,13,3629.0,3525.15
D,2021-07-21,14,3690.1,3609.09
D,2021-07-21,15,3731.8,3696.92
D,2021-07-21,16,3713.8,3744.91
D,2021-07-21,17,3693.8,3737.9
D,2021-07-21,18,3621.3,3785.64
D,2021-07-21,19,3473.3,3699.89
D,2021-07-21,20,3357.5,3559.32
D,2021-07-21,21,3280.0,3422.77
D,2021-07-21,22,3085.7,3217.08
D,2021-07-21,23,2862.8,2936.73
D,2021-07-21,24,2608.5,2667.36
T,24 lines
