C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20200807_20200807.csv
C,Time period: 2020-08-07 to 2020-08-07
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2020-08-14 01:14:08 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2020-08-07,01,2545.4,2625.5
D,2020-08-07,02,2397.6,2484.9
D,2020-08-07,03,2287.6,2393.2
D,2020-08-07,04,2253.5,2332.8
D,2020-08-07,05,2271.9,2336.4
D,2020-08-07,06,2377.1,2424.4
D,2020-08-07,07,2568.6,2573.0
D,2020-08-07,08,2781.1,2743.4
D,2020-08-07,09,2947.3,2917.3
D,2020-08-07,10,2994.9,3025.7
D,2020-08-07,11,3081.3,3083.0
D,2020-08-07,12,3160.1,3155.6
D,2020-08-07,13,3221.1,3289.6
D,2020-08-07,14,3247.8,3373.8
D,2020-08-07,15,3290.3,3352.5
D,2020-08-07,16,3312.7,3305.2
D,2020-08-07,17,3333.1,3311.6
D,2020-08-07,18,3331.9,3308.8
D,2020-08-07,19,3238.1,3205.3
D,2020-08-07,20,3158.7,3117.3
D,2020-08-07,21,3069.8,3072.8
D,2020-08-07,22,2935.0,2958.2
D,2020-08-07,23,2781.6,2790.2
D,2020-08-07,24,2588.4,2616.2
T,24 lines
