C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20210827_20210827.csv
C,Time period: 2021-08-27 to 2021-08-27
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-10-11 23:10:21 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-08-27,01,3239.1,3524.23
D,2021-08-27,02,3054.4,3330.64
D,2021-08-27,03,2920.6,3201.53
D,2021-08-27,04,2864.6,3131.99
D,2021-08-27,05,2793.1,3128.54
D,2021-08-27,06,2902.0,3236.44
D,2021-08-27,07,3068.9,3432.17
D,2021-08-27,08,3300.9,3659.46
D,2021-08-27,09,3453.5,3900.78
D,2021-08-27,10,3641.2,4110.82
D,2021-08-27,11,3789.9,4296.43
D,2021-08-27,12,3970.6,4448.86
D,2021-08-27,13,4069.8,4593.98
D,2021-08-27,14,4142.2,4636.04
D,2021-08-27,15,4207.8,4672.3
D,2021-08-27,16,4221.6,4673.71
D,2021-08-27,17,4160.0,4595.18
D,2021-08-27,18,4108.6,4417.52
D,2021-08-27,19,3917.1,4197.54
D,2021-08-27,20,3741.9,4045.19
D,2021-08-27,21,3583.4,3922.01
D,2021-08-27,22,3371.1,3711.74
D,2021-08-27,23,3147.0,3445.87
D,2021-08-27,24,2903.2,3173.4
T,24 lines
