"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20180526_20180609.csv"
"C","Report for: 05/26/2018 - 06/09/2018"
"C","Report generated: 04/13/2020 22:57:50 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","05/26/2018","01",11413.34
"D","05/26/2018","02",10739.12
"D","05/26/2018","03",10535.32
"D","05/26/2018","04",10678.88
"D","05/26/2018","05",10656.48
"D","05/26/2018","06",10728.11
"D","05/26/2018","07",11207.61
"D","05/26/2018","08",11777.63
"D","05/26/2018","09",12468.37
"D","05/26/2018","10",13245.47
"D","05/26/2018","11",13927.41
"D","05/26/2018","12",14312.48
"D","05/26/2018","13",14545.21
"D","05/26/2018","14",14846.92
"D","05/26/2018","15",15195.42
"D","05/26/2018","16",15451.92
"D","05/26/2018","17",15832.9
"D","05/26/2018","18",16069.49
"D","05/26/2018","19",15924.89
"D","05/26/2018","20",15545.65
"D","05/26/2018","21",15424.22
"D","05/26/2018","22",14806.39
"D","05/26/2018","23",13709.76
"D","05/26/2018","24",12495.77
"D","05/27/2018","01",11527.32
"D","05/27/2018","02",10847.77
"D","05/27/2018","03",10409.57
"D","05/27/2018","04",10277.34
"D","05/27/2018","05",10099.0
"D","05/27/2018","06",10108.48
"D","05/27/2018","07",10551.15
"D","05/27/2018","08",11004.45
"D","05/27/2018","09",11295.31
"D","05/27/2018","10",11676.5
"D","05/27/2018","11",11967.42
"D","05/27/2018","12",12070.62
"D","05/27/2018","13",12084.46
"D","05/27/2018","14",11988.02
"D","05/27/2018","15",11846.7
"D","05/27/2018","16",11707.34
"D","05/27/2018","17",12105.04
"D","05/27/2018","18",12343.72
"D","05/27/2018","19",12168.91
"D","05/27/2018","20",12159.55
"D","05/27/2018","21",12154.42
"D","05/27/2018","22",11687.12
"D","05/27/2018","23",10932.44
"D","05/27/2018","24",10521.21
"D","05/28/2018","01",9934.55
"D","05/28/2018","02",9780.6
"D","05/28/2018","03",9543.58
"D","05/28/2018","04",9740.34
"D","05/28/2018","05",9827.32
"D","05/28/2018","06",10050.52
"D","05/28/2018","07",10111.24
"D","05/28/2018","08",10506.85
"D","05/28/2018","09",10805.61
"D","05/28/2018","10",11437.45
"D","05/28/2018","11",11854.26
"D","05/28/2018","12",11766.95
"D","05/28/2018","13",11657.64
"D","05/28/2018","14",11644.38
"D","05/28/2018","15",11468.25
"D","05/28/2018","16",11361.89
"D","05/28/2018","17",11765.9
"D","05/28/2018","18",12318.08
"D","05/28/2018","19",12670.21
"D","05/28/2018","20",12875.59
"D","05/28/2018","21",13074.29
"D","05/28/2018","22",12537.46
"D","05/28/2018","23",11385.22
"D","05/28/2018","24",10370.68
"D","05/29/2018","01",10171.04
"D","05/29/2018","02",10268.2
"D","05/29/2018","03",10056.41
"D","05/29/2018","04",10021.62
"D","05/29/2018","05",10255.74
"D","05/29/2018","06",10595.11
"D","05/29/2018","07",11740.51
"D","05/29/2018","08",12781.06
"D","05/29/2018","09",13076.3
"D","05/29/2018","10",13352.57
"D","05/29/2018","11",13792.01
"D","05/29/2018","12",14262.43
"D","05/29/2018","13",14732.62
"D","05/29/2018","14",15323.9
"D","05/29/2018","15",15761.17
"D","05/29/2018","16",16211.51
"D","05/29/2018","17",16778.77
"D","05/29/2018","18",17226.66
"D","05/29/2018","19",17366.82
"D","05/29/2018","20",17112.36
"D","05/29/2018","21",16835.35
"D","05/29/2018","22",15934.13
"D","05/29/2018","23",14220.35
"D","05/29/2018","24",12597.52
"D","05/30/2018","01",11514.25
"D","05/30/2018","02",11118.1
"D","05/30/2018","03",10690.25
"D","05/30/2018","04",10701.0
"D","05/30/2018","05",10796.81
"D","05/30/2018","06",11239.68
"D","05/30/2018","07",12322.39
"D","05/30/2018","08",13221.08
"D","05/30/2018","09",13471.31
"D","05/30/2018","10",13620.37
"D","05/30/2018","11",13828.85
"D","05/30/2018","12",14075.18
"D","05/30/2018","13",14266.17
"D","05/30/2018","14",14603.86
"D","05/30/2018","15",14866.32
"D","05/30/2018","16",15254.79
"D","05/30/2018","17",15615.9
"D","05/30/2018","18",15891.55
"D","05/30/2018","19",15810.34
"D","05/30/2018","20",15474.13
"D","05/30/2018","21",15317.92
"D","05/30/2018","22",14602.11
"D","05/30/2018","23",13120.99
"D","05/30/2018","24",11913.64
"D","05/31/2018","01",11311.91
"D","05/31/2018","02",11144.2
"D","05/31/2018","03",11154.72
"D","05/31/2018","04",11007.11
"D","05/31/2018","05",11115.71
"D","05/31/2018","06",11267.05
"D","05/31/2018","07",12385.64
"D","05/31/2018","08",12948.44
"D","05/31/2018","09",13113.46
"D","05/31/2018","10",13276.53
"D","05/31/2018","11",13527.05
"D","05/31/2018","12",13837.08
"D","05/31/2018","13",14132.54
"D","05/31/2018","14",14558.9
"D","05/31/2018","15",14934.3
"D","05/31/2018","16",15401.81
"D","05/31/2018","17",15837.48
"D","05/31/2018","18",16062.58
"D","05/31/2018","19",16056.06
"D","05/31/2018","20",15898.46
"D","05/31/2018","21",15841.18
"D","05/31/2018","22",15277.56
"D","05/31/2018","23",15119.4
"D","05/31/2018","24",15119.4
"D","06/01/2018","01",14101.7
"D","06/01/2018","02",11717.66
"D","06/01/2018","03",11294.12
"D","06/01/2018","04",10983.82
"D","06/01/2018","05",11206.72
"D","06/01/2018","06",11897.74
"D","06/01/2018","07",13051.54
"D","06/01/2018","08",14103.57
"D","06/01/2018","09",14726.82
"D","06/01/2018","10",15208.51
"D","06/01/2018","11",15588.64
"D","06/01/2018","12",15910.45
"D","06/01/2018","13",16088.06
"D","06/01/2018","14",16261.19
"D","06/01/2018","15",16390.48
"D","06/01/2018","16",16490.15
"D","06/01/2018","17",16758.9
"D","06/01/2018","18",17011.4
"D","06/01/2018","19",16980.25
"D","06/01/2018","20",16779.96
"D","06/01/2018","21",16761.57
"D","06/01/2018","22",16186.86
"D","06/01/2018","23",14913.44
"D","06/01/2018","24",13532.59
"D","06/02/2018","01",12460.97
"D","06/02/2018","02",11768.3
"D","06/02/2018","03",11611.62
"D","06/02/2018","04",11382.33
"D","06/02/2018","05",11335.91
"D","06/02/2018","06",11730.42
"D","06/02/2018","07",12333.19
"D","06/02/2018","08",13178.76
"D","06/02/2018","09",13846.71
"D","06/02/2018","10",14743.63
"D","06/02/2018","11",15539.42
"D","06/02/2018","12",15905.54
"D","06/02/2018","13",15962.5
"D","06/02/2018","14",16051.16
"D","06/02/2018","15",16111.85
"D","06/02/2018","16",16275.42
"D","06/02/2018","17",16453.56
"D","06/02/2018","18",16508.4
"D","06/02/2018","19",16411.59
"D","06/02/2018","20",15943.36
"D","06/02/2018","21",15577.03
"D","06/02/2018","22",14935.32
"D","06/02/2018","23",13745.15
"D","06/02/2018","24",12656.06
"D","06/03/2018","01",11817.98
"D","06/03/2018","02",11058.3
"D","06/03/2018","03",10574.67
"D","06/03/2018","04",10269.59
"D","06/03/2018","05",10190.25
"D","06/03/2018","06",10224.88
"D","06/03/2018","07",10491.16
"D","06/03/2018","08",10907.68
"D","06/03/2018","09",11588.62
"D","06/03/2018","10",11400.53
"D","06/03/2018","11",11244.37
"D","06/03/2018","12",11177.03
"D","06/03/2018","13",11102.45
"D","06/03/2018","14",11051.7
"D","06/03/2018","15",11131.0
"D","06/03/2018","16",11395.52
"D","06/03/2018","17",11769.66
"D","06/03/2018","18",12517.35
"D","06/03/2018","19",12904.84
"D","06/03/2018","20",12953.29
"D","06/03/2018","21",13056.25
"D","06/03/2018","22",12550.52
"D","06/03/2018","23",11418.46
"D","06/03/2018","24",10829.77
"D","06/04/2018","01",9901.29
"D","06/04/2018","02",9733.25
"D","06/04/2018","03",9550.05
"D","06/04/2018","04",9521.09
"D","06/04/2018","05",9809.66
"D","06/04/2018","06",10609.62
"D","06/04/2018","07",11833.66
"D","06/04/2018","08",12775.8
"D","06/04/2018","09",13318.66
"D","06/04/2018","10",13615.9
"D","06/04/2018","11",13813.55
"D","06/04/2018","12",13761.48
"D","06/04/2018","13",13591.43
"D","06/04/2018","14",13606.22
"D","06/04/2018","15",13556.15
"D","06/04/2018","16",13489.32
"D","06/04/2018","17",13581.29
"D","06/04/2018","18",13894.57
"D","06/04/2018","19",13967.81
"D","06/04/2018","20",13858.52
"D","06/04/2018","21",13750.66
"D","06/04/2018","22",13011.85
"D","06/04/2018","23",11752.34
"D","06/04/2018","24",10608.24
"D","06/05/2018","01",9850.23
"D","06/05/2018","02",9642.04
"D","06/05/2018","03",9704.26
"D","06/05/2018","04",9963.1
"D","06/05/2018","05",9965.55
"D","06/05/2018","06",10438.62
"D","06/05/2018","07",12048.05
"D","06/05/2018","08",13090.83
"D","06/05/2018","09",12649.51
"D","06/05/2018","10",12582.72
"D","06/05/2018","11",12937.11
"D","06/05/2018","12",13408.55
"D","06/05/2018","13",13589.31
"D","06/05/2018","14",13692.51
"D","06/05/2018","15",13469.69
"D","06/05/2018","16",13405.73
"D","06/05/2018","17",13411.92
"D","06/05/2018","18",13851.23
"D","06/05/2018","19",13972.77
"D","06/05/2018","20",13912.09
"D","06/05/2018","21",13799.56
"D","06/05/2018","22",13101.96
"D","06/05/2018","23",11843.22
"D","06/05/2018","24",10686.38
"D","06/06/2018","01",10351.57
"D","06/06/2018","02",9986.9
"D","06/06/2018","03",9745.5
"D","06/06/2018","04",9694.79
"D","06/06/2018","05",9946.21
"D","06/06/2018","06",10458.04
"D","06/06/2018","07",11621.68
"D","06/06/2018","08",12625.38
"D","06/06/2018","09",12877.75
"D","06/06/2018","10",12928.41
"D","06/06/2018","11",12980.67
"D","06/06/2018","12",12986.31
"D","06/06/2018","13",12912.49
"D","06/06/2018","14",12980.18
"D","06/06/2018","15",12954.7
"D","06/06/2018","16",13028.21
"D","06/06/2018","17",13272.84
"D","06/06/2018","18",13597.86
"D","06/06/2018","19",13729.14
"D","06/06/2018","20",13751.43
"D","06/06/2018","21",13846.58
"D","06/06/2018","22",13281.5
"D","06/06/2018","23",12016.36
"D","06/06/2018","24",10815.17
"D","06/07/2018","01",10298.61
"D","06/07/2018","02",9818.95
"D","06/07/2018","03",9772.94
"D","06/07/2018","04",10023.84
"D","06/07/2018","05",10251.97
"D","06/07/2018","06",10234.83
"D","06/07/2018","07",11548.07
"D","06/07/2018","08",12559.22
"D","06/07/2018","09",12788.92
"D","06/07/2018","10",12914.58
"D","06/07/2018","11",12949.18
"D","06/07/2018","12",13052.41
"D","06/07/2018","13",13152.94
"D","06/07/2018","14",13377.91
"D","06/07/2018","15",13460.82
"D","06/07/2018","16",13478.06
"D","06/07/2018","17",13613.36
"D","06/07/2018","18",13870.66
"D","06/07/2018","19",13909.64
"D","06/07/2018","20",13857.61
"D","06/07/2018","21",13955.16
"D","06/07/2018","22",13449.05
"D","06/07/2018","23",12203.03
"D","06/07/2018","24",11008.95
"D","06/08/2018","01",10150.53
